Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000383249300009,10.1002/mdc3.12298,MEDLINE:30363509,"Evaluating the Link Between Dopaminergic Treatment, Gait Impairment, and Anxiety in Parkinson's Disease",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000383249300009,"Martens, Kaylena A. Ehgoetz; Ellard, Colin G.; Almeida, Quincy J.",MOVEMENT DISORDERS CLINICAL PRACTICE,CLINICAL NEUROLOGY,3,4,389-394,2016,2,1.535714,6.13,1.3,0.3264,70.8822,n/a
WOS:000411582400014,10.1103/PhysRevD.96.065017,n/a,Black hole squeezers,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000411582400014,"Su, Daiqin; Ho, C. T. Marco; Mann, Robert B.; Ralph, Timothy C.",PHYSICAL REVIEW D,"ASTRONOMY & ASTROPHYSICS; PHYSICS, PARTICLES & FIELDS",96,6,n/a,2017,2,5.900148,4.89,0.34,0.4094,60.6082,4.394
WOS:000395175100001,10.5194/cp-13-135-2017,n/a,Changes to the tropical circulation in the mid-Pliocene and their implications for future climate,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000395175100001,"Corvec, Shawn; Fletcher, Christopher G.",CLIMATE OF THE PAST,"GEOSCIENCES, MULTIDISCIPLINARY; METEOROLOGY & ATMOSPHERIC SCIENCES",13,2,135-147,2017,2,3.384615,3.2,0.59,0.6243,53.3663,3.174
WOS:000382168300007,10.1007/s13202-015-0191-9,n/a,Analysis of the heat losses associated with the SAGD visualization experiments,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000382168300007,"Mohammadzadeh, Omid; Chatzis, Ioannis",JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY,"ENGINEERING, PETROLEUM",6,3,387-400,2016,2,1.657143,2.35,1.21,0.8506,39.8531,n/a
WOS:000381879700001,10.1088/1367-2630/18/7/079501,n/a,"Randomized benchmarking with confidence (vol 16, 103032, 2014)",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000381879700001,"Wallman, Joel J.; Flammia, Steven T.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",18,n/a,n/a,2016,2,0.882353,0.92,2.27,2.1805,15.5172,3.579
WOS:000414272100028,10.1167/iovs.17-22587,MEDLINE:29049731,Factors Affecting Mydriasis-Free Flicker ERGs Recorded With Real-Time Correction for Retinal Illuminance: Study of 150 Young Healthy Subjects,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414272100028,"Kato, Kumiko; Kondo, Mineo; Nagashima, Ryunosuke; Sugawara, Asako; Sugimoto, Masahiko",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,58,12,5280-5286,2017,2,3.303852,2.09,0.61,0.9576,40.0075,3.388
WOS:000332485800040,10.1371/journal.pone.0090641,MEDLINE:24608915,"Proper Interpretation of Dissolved Nitrous Oxide Isotopes, Production Pathways, and Emissions Requires a Modelling Approach",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000332485800040,"Thuss, Simon J.; Venkiteswaran, Jason J.; Schiff, Sherry L.",PLOS ONE,MULTIDISCIPLINARY SCIENCES; ENVIRONMENTAL SCIENCES,9,3,n/a,2014,2,13.277149,14.25,0.15,0.1404,86.0673,2.766
WOS:000381168200007,10.1016/j.polgeo.2015.11.006,n/a,The militarization of islands and migration: Tracing human mobility through US bases in the Caribbean and the Pacific,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000381168200007,"Loyd, Jenna M.; Mitchell-Eaton, Emily; Mountz, Alison",POLITICAL GEOGRAPHY,POLITICAL SCIENCE; GEOGRAPHY,53,n/a,65-75,2016,2,5.469388,2.1,0.37,0.9532,26.6205,3.495
WOS:000395979900004,10.1103/PhysRevA.95.022340,n/a,Coarse graining the phase space of N qubits,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000395979900004,"Di Matteo, Olivia; Sanchez-Soto, Luis L.; Leuchs, Gerd; Grassl, Markus",PHYSICAL REVIEW A,"OPTICS; PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",95,2,n/a,2017,2,3.396499,3.4,0.59,0.5875,52.9059,2.909
WOS:000415179500005,10.1109/TPDS.2017.2720174,n/a,Combining Vertex-Centric Graph Processing with SPARQL for Large-Scale RDF Data Analytics,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000415179500005,"Abdelaziz, Ibrahim; Harbi, Razen; Salihoglu, Semih; Kalnis, Panos",IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,"ENGINEERING, ELECTRICAL & ELECTRONIC; COMPUTER SCIENCE, THEORY & METHODS",28,12,3374-3388,2017,2,2.698473,2.46,0.74,0.812,31.5483,3.971
WOS:000356558300003,10.1016/j.jctb.2015.03.005,n/a,Matroids denser than a clique,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000356558300003,"Geelen, Jim; Nelson, Peter",JOURNAL OF COMBINATORIAL THEORY SERIES B,MATHEMATICS,114,n/a,51-69,2015,2,3.536232,2.5,0.57,0.7986,43.2654,0.878
WOS:000414578400133,10.3390/en10101578,n/a,The Impact of Environmental Regulation on Total Factor Energy Efficiency: A Cross-Region Analysis in China,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414578400133,"Lin, Jianting; Xu, Changxin",ENERGIES,ENERGY & FUELS,10,10,n/a,2017,2,2.923301,5.65,0.68,0.354,69.5795,2.676
WOS:000330114400018,10.1001/jamaneurol.2013.3835,MEDLINE:23978906,Modeling Brain Function Current Developments and Future Prospects,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000330114400018,"Rasmussen, Daniel; Eliasmith, Chris",JAMA NEUROLOGY,CLINICAL NEUROLOGY,70,10,1325-1329,2013,2,43.117647,15.3,0.05,0.1307,84.4019,11.46
WOS:000331125600008,10.1088/0004-6256/147/3/53,n/a,COLD DUST IN HOT REGIONS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000331125600008,"Sreenilayam, Gopika; Fich, Michel; Ade, Peter; Bintley, Dan; Chapin, ED",ASTRONOMICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,147,3,n/a,2014,2,17.461279,17.24,0.11,0.116,86.9134,4.15
WOS:000329391200022,10.5888/pcd10.120106,MEDLINE:23721789,Strengthening Chronic Disease Prevention Programming: The Toward Evidence-Informed Practice (TEIP) Program Assessment Tool,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000329391200022,"Albert, Dayna; Fortin, Rebecca; Lessio, Anne; Herrera, Christine; Riley, Barbara",PREVENTING CHRONIC DISEASE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",10,n/a,n/a,2013,2,12.245902,11.78,0.16,0.1699,81.6984,1.862
WOS:000423199900001,10.1080/14686996.2017.1388135,MEDLINE:29152017,Manipulating mammalian cell morphologies using chemical-mechanical polished integrated circuit chips,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000423199900001,"Moussa, Hassan I.; Logan, Megan; Siow, Geoffrey C.; Phann, Darron L.; Rao, Zheng",SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",18,1,839-856,2017,2,4.114286,5.24,0.49,0.3814,63.5192,4.787
WOS:000350264500006,10.4153/CMB-2014-013-8,n/a,Orbits of Geometric Descent,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000350264500006,"Daniilidis, A.; Drusvyatskiy, D.; Lewis, A. S.",CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,MATHEMATICS,58,1,44-50,2015,2,1.729412,2.5,1.16,0.7986,43.2654,0.497
WOS:000400143100004,10.1103/PhysRevD.95.084049,n/a,Testing gravity with pulsar scintillation measurements,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000400143100004,"Yang, Huan; Nishizawa, Atsushi; Pen, Ue-Li",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",95,8,n/a,2017,2,5.900148,4.89,0.34,0.4094,60.6082,4.394
WOS:000342105500001,10.3402/tellusa.v66.21395,n/a,Impact of satellite-based lake surface observations on the initial state of HIRLAM. Part II: Analysis of lake surface temperature and ice cover,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000342105500001,"Pour, Homa Kheyrollah; Rontu, Laura; Duguay, Claude; Eerola, Kalle; Kourzeneva, Ekaterina",TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,OCEANOGRAPHY; METEOROLOGY & ATMOSPHERIC SCIENCES,66,n/a,n/a,2014,2,7.757576,11.35,0.26,0.1762,82.9029,1.738
WOS:000383798400008,10.4103/1008-682X.174858,MEDLINE:26908068,Cancer/testis antigens and obligate participation in multiple hallmarks of cancer: an update,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000383798400008,"Mooney, Steven M.; Rajagopalan, Krithika; Rangarajan, Govindan; Kulkarni, Prakash",ASIAN JOURNAL OF ANDROLOGY,ANDROLOGY; UROLOGY & NEPHROLOGY,18,5,711-712,2016,2,1.5,0.99,1.33,2.0116,13.7313,3.259
WOS:000375724400002,10.1177/0954411916643902,MEDLINE:27160555,Can physical joint simulators be used to anticipate clinical wear problems of new joint replacement implants prior to market release?,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000375724400002,"Medley, John B.",PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,"ENGINEERING, BIOMEDICAL",230,5,347-358,2016,2,2.22549,5.93,0.9,0.3375,68.1948,1.124
WOS:000382830900001,10.1186/s12859-016-1157-8,MEDLINE:27549194,Additive methods for genomic signatures,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000382830900001,"Karamichalis, Rallis; Kari, Lila; Konstantinidis, Stavros; Kopecki, Steffen; Solis-Reyes, Stephen",BMC BIOINFORMATICS,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; BIOCHEMICAL RESEARCH METHODS; MATHEMATICAL & COMPUTATIONAL BIOLOGY,17,n/a,n/a,2016,2,4.595785,5.58,0.44,0.3582,59.8613,2.213
WOS:000364604900008,10.1016/j.febslet.2015.09.028,MEDLINE:26450779,Functional roles in S-adenosyl-L-methionine binding and catalysis for active site residues of the thiostrepton resistance methyltransferase,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000364604900008,"Myers, Cullen L.; Kuiper, Emily G.; Grant, Pei C.; Hernandez, Jennifer; Conn, Graeme L.",FEBS LETTERS,BIOPHYSICS; CELL BIOLOGY; BIOCHEMISTRY & MOLECULAR BIOLOGY,589,21,3263-3270,2015,2,8.470726,12.23,0.24,0.1635,84.3584,2.999
WOS:000315014200014,10.1016/j.disc.2012.11.016,n/a,Nonincident points and blocks in designs,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000315014200014,"Stinson, Douglas R.",DISCRETE MATHEMATICS,MATHEMATICS,313,4,447-452,2013,2,3.548961,3.91,0.56,0.5121,53.18,0.738
WOS:000321967900001,10.1186/1748-7188-8-20,MEDLINE:23849037,Fast half-sibling population reconstruction: theory and algorithms,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000321967900001,"Dexter, Daniel; Brown, Daniel G.",ALGORITHMS FOR MOLECULAR BIOLOGY,MATHEMATICAL & COMPUTATIONAL BIOLOGY; BIOCHEMICAL RESEARCH METHODS; BIOTECHNOLOGY & APPLIED MICROBIOLOGY,8,n/a,n/a,2013,2,7.866667,15.91,0.25,0.1257,80.3745,1.536
WOS:000357687600001,10.1140/epjc/s10052-015-3538-y,n/a,Supersymmetric duality in superloop space,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000357687600001,"Faizal, Mir; Tsun, Tsou Sheung",EUROPEAN PHYSICAL JOURNAL C,"PHYSICS, PARTICLES & FIELDS",75,7,n/a,2015,2,15.456667,11.08,0.13,0.1805,80.291,5.172
WOS:000357943100015,10.1088/1742-6596/626/1/012015,n/a,How to (path-) integrate by differentiating,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000357943100015,"Kempf, Achim; Jackson, David M.; Morales, Alejandro H.",7TH INTERNATIONAL WORKSHOP DICE2014 SPACETIME - MATTER - QUANTUM MECHANICS,"PHYSICS, MULTIDISCIPLINARY",626,n/a,n/a,2015,2,1.125234,0.98,1.78,2.0388,20.4605,n/a
WOS:000402186400017,10.1007/s10899-016-9633-7,MEDLINE:27435416,"The Candy Crush Sweet Tooth: How 'Near-misses' in Candy Crush Increase Frustration, and the Urge to Continue Gameplay",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000402186400017,"Larche, Chanel J.; Musielak, Natalia; Dixon, Mike J.",JOURNAL OF GAMBLING STUDIES,"PSYCHOLOGY, MULTIDISCIPLINARY; SUBSTANCE ABUSE",33,2,599-615,2017,2,2.871429,2.1,0.7,0.9546,33.4895,2.09
WOS:000381700200013,10.1016/j.jelekin.2015.06.009,MEDLINE:26208428,Can self-report instruments of shoulder function capture functional differences in older adults with and without a rotator cuff tear?,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000381700200013,"Vidt, Meghan E.; Santago, Anthony C., II; Hegedus, Eric J.; Marsh, Anthony P.; Tuohy, Christopher J.",JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,SPORT SCIENCES; PHYSIOLOGY; REHABILITATION; NEUROSCIENCES,29,n/a,90-99,2016,2,3.544715,4.8,0.56,0.4168,57.8905,1.568
WOS:000368418400046,10.1002/2014WR016257,n/a,Power asymmetry in conflict resolution with application to a water pollution dispute in China,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000368418400046,"Yu, Jing; Kilgour, D. Marc; Hipel, Keith W.; Zhao, Min",WATER RESOURCES RESEARCH,WATER RESOURCES; LIMNOLOGY; ENVIRONMENTAL SCIENCES,51,10,8627-8645,2015,2,14.167641,8.49,0.14,0.2356,76.6889,4.361
WOS:000386933900003,10.1016/j.gsf.2016.04.004,n/a,Modulation of ice ages via precession and dust-albedo feedbacks,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000386933900003,"Ellis, Ralph; Palmer, Michael",GEOSCIENCE FRONTIERS,"GEOSCIENCES, MULTIDISCIPLINARY",7,6,891-909,2016,2,10.386667,5.56,0.19,0.3597,71.6707,4.051
WOS:000418258600004,10.1063/1.5001144,n/a,Robust nano-fabrication of an integrated platform for spin control in a tunable microcavity,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000418258600004,"Bogdanovic, Stefan; Liddy, Madelaine S. Z.; van Dam, Suzanne B.; Coenen, Lisanne C.; Fink, Thomas",APL PHOTONICS,"OPTICS; PHYSICS, APPLIED",2,12,n/a,2017,2,5.16,3.75,0.39,0.5328,52.9059,n/a
WOS:000404196500038,10.1016/j.physletb.2017.04.044,n/a,Holographic equation of state in fluid/gravity duality,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000404196500038,"Anabalon, Andres; Astefanesei, Dumitru; Mann, Robert",PHYSICS LETTERS B,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS; PHYSICS, NUCLEAR",770,n/a,272-277,2017,2,6.283964,3.84,0.32,0.5203,45.8625,4.254
WOS:000341117100005,n/a,n/a,Additional Constructions to Solve the Generalized Russian Cards Problem using Combinatorial Designs,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000341117100005,"Swanson, Colleen M.; Stinson, Douglas R.",ELECTRONIC JOURNAL OF COMBINATORICS,"MATHEMATICS, APPLIED; MATHEMATICS",21,3,n/a,2014,2,0.738938,3.87,2.71,0.5168,48.7391,0.762
WOS:000393647100067,10.1093/mnras/stw2468,n/a,Chandra X-ray observations of the hyper-luminous infrared galaxy IRAS F15307+3252,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000393647100067,"Hlavacek-Larrondo, J.; Gandhi, P.; Hogan, M. T.; Gendron-Marsolais, M. -L.; Edge, A. C.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,464,2,2223-2233,2017,2,7.033221,5.26,0.28,0.3804,66.499,5.194
WOS:000346512600005,10.4081/gh.2014.5,MEDLINE:25545925,Building obesity in Canada: understanding the individual-and neighbourhood-level determinants using a multi-level approach,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000346512600005,"Pouliou, Theodora; Elliott, Susan J.; Paez, Antonio; Newbold, K. Bruce",GEOSPATIAL HEALTH,"HEALTH CARE SCIENCES & SERVICES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",9,1,45-55,2014,2,7.070175,9.6,0.28,0.2083,79.4109,1.225
WOS:000415105000001,10.1186/s40152-017-0067-3,n/a,"Fisher communities in transition: understanding change from a livelihood perspective in Chilika Lagoon, India",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000415105000001,"Nayak, Prateep Kumar",MARITIME STUDIES,ENVIRONMENTAL STUDIES,16,n/a,n/a,2017,2,1.636364,2.57,1.22,0.7785,43.898,n/a
WOS:000402309000002,10.1139/apnm-2016-0455,MEDLINE:28177717,A systematic upregulation of nuclear and mitochondrial genes is not present in the initial postexercise recovery period in human skeletal muscle,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000402309000002,"Scribbans, Trisha D.; Edgett, Brittany A.; Bonafiglia, Jacob T.; Baechler, Brittany L.; Quadrilatero, Joe",APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,SPORT SCIENCES; PHYSIOLOGY; NUTRITION & DIETETICS,42,6,571-578,2017,2,2.542857,2.74,0.79,0.7297,44.5818,2.518
WOS:000345685000002,10.1186/1471-2105-15-S12-S2,MEDLINE:25474736,Discovering co-occurring patterns and their biological significance in protein families,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000345685000002,"Lee, En-Shiun Annie; Fung, Sanderz; Sze-To, Ho-Yin; Wong, Andrew K. C.",BMC BIOINFORMATICS,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; BIOCHEMICAL RESEARCH METHODS; MATHEMATICAL & COMPUTATIONAL BIOLOGY,15,n/a,n/a,2014,2,12.039427,13.38,0.17,0.1495,75.7764,2.213
WOS:000351915200008,10.3846/13923730.2014.890659,n/a,Chloride penetration resistance of concrete sealer and coating systems,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000351915200008,"Soudki, Khaled A.; Safiuddin, Md.; Jeffs, Paul; MacDonald, Gary; Kroker, Marcos",JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,"ENGINEERING, CIVIL",21,4,492-502,2015,2,4.736264,7.05,0.42,0.2836,71.8942,1.66
WOS:000402310500038,10.3847/1538-4357/aa6d13,n/a,"SHARP: A Spatially Higher-order, Relativistic Particle-in-cell Code",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000402310500038,"Shalaby, Mohamad; Broderick, Avery E.; Chang, Philip; Pfrommer, Christoph; Lamberts, Astrid",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,841,1,n/a,2017,2,5.746976,5.26,0.35,0.3804,66.499,5.551
WOS:000379948900021,10.1111/add.13367,MEDLINE:26918680,The impact of quitting smoking on depressive symptoms: findings from the International Tobacco Control Four-Country Survey,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000379948900021,"Cooper, Jae; Borland, Ron; Yong, Hua-Hie; Fotuhi, Omid",ADDICTION,SUBSTANCE ABUSE; PSYCHIATRY,111,8,1448-1456,2016,2,12.493671,5.35,0.16,0.3738,69.0068,6.048
WOS:000380125400004,10.1515/pac-2015-0903,n/a,Glossary of terms used in extraction (IUPAC Recommendations 2016),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000380125400004,"Poole, Colin; Mester, Zoltan; Miro, Manuel; Pedersen-Bjergaard, Stig; Pawliszyn, Janusz",PURE AND APPLIED CHEMISTRY,"CHEMISTRY, MULTIDISCIPLINARY",88,5,517-558,2016,2,6.493506,10.68,0.31,0.1873,77.292,5.294
WOS:000376205100001,10.1037/pag0000079,MEDLINE:26963481,Adult Age Differences in Information Foraging in an Interactive Reading Environment,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000376205100001,"Liu, XiaoMei; Chin, Jessie; Payne, Brennan R.; Fu, Wai-Tat; Morrow, Daniel G.",PSYCHOLOGY AND AGING,"PSYCHOLOGY, DEVELOPMENTAL; GERONTOLOGY",31,3,211-223,2016,2,5.3625,4.51,0.37,0.443,64.319,2.361
WOS:000401473500009,10.1371/journal.pone.0176706,MEDLINE:28505173,Continental divide: Predicting climate-mediated fragmentation and biodiversity loss in the boreal forest,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000401473500009,"Murray, Dennis L.; Peers, Michael J. L.; Majchrzak, Yasmine N.; Wehtje, Morgan; Ferreira, Catarina",PLOS ONE,ECOLOGY; MULTIDISCIPLINARY SCIENCES,12,5,n/a,2017,2,2.56154,3.33,0.78,0.6007,56.7144,2.766
