Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000443129500065,10.1029/2018GL078895,n/a,An Explanation for the Nitrous Oxide Layer Observed in the Mesopause Region,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443129500065,"Kelly, C. W.; Chipperfield, M. P.; Plane, J. M. C.; Feng, W.; Sheese, P. E.",GEOPHYSICAL RESEARCH LETTERS,"GEOSCIENCES, MULTIDISCIPLINARY",45,15,7818-7827,2018,0,1.412121,1.07,0,0,100,4.339
WOS:000450722500003,10.17645/pag.v6i3.1432,n/a,Applying a Typology of Governance Modes to Climate Change Adaptation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000450722500003,"Bednar, Danny; Henstra, Daniel",POLITICS AND GOVERNANCE,POLITICAL SCIENCE,6,3,147-158,2018,0,1.375,0.38,0,0,100,n/a
WOS:000448821300188,10.3390/nu10101522,MEDLINE:30336568,Validity and Reliability of a Short Diet Questionnaire to Estimate Dietary Intake in Older Adults in a Subsample of the Canadian Longitudinal Study on Aging,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000448821300188,"Gilsing, Anne; Mayhew, Alexandra J.; Payette, Helene; Shatenstein, Bryna; Kirkpatrick, Sharon I.",NUTRIENTS,NUTRITION & DIETETICS,10,10,n/a,2018,0,0.779421,1.24,0,0,100,4.196
WOS:000455323100052,10.3390/nano8121014,MEDLINE:30563227,Magnetic Polyion Complex Micelles for Cell Toxicity Induced by Radiofrequency Magnetic Field Hyperthermia,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000455323100052,"Nguyen, Vo Thu An; De Pauw-Gillet, Marie-Claire; Gauthier, Mario; Sandre, Olivier",NANOMATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY",8,12,n/a,2018,0,1.215385,2.05,0,0,100,3.504
WOS:000432462000061,10.1016/j.scitotenv.2018.01.319,MEDLINE:29454199,Benthic nitrite exchanges in the Seine River (France): An early diagenetic modeling analysis,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000432462000061,"Akbarzadeh, Zahra; Laverman, Anniet M.; Rezanezhad, Fereidoun; Raimonet, Melanie; Viollier, Eric",SCIENCE OF THE TOTAL ENVIRONMENT,ENVIRONMENTAL SCIENCES,n/a,n/a,580-593,2018,0,2.860568,1.46,0,0,100,4.61
WOS:000446989000008,10.1088/1755-1315/146/1/012008,n/a,The Practice of Water Rights Transaction in China,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446989000008,"Wu, Hongzhi; Yang, Dong; Qiao, Rui; Shi, Feng",2018 2ND INTERNATIONAL CONFERENCE ON ENVIRONMENTAL AND ENERGY ENGINEERING (IC3E 2018),"ENERGY & FUELS; ENGINEERING, ENVIRONMENTAL; ENVIRONMENTAL SCIENCES",146,n/a,n/a,2018,0,0.034331,0.05,0,0,100,n/a
WOS:000437954600001,10.1155/2018/4627865,n/a,Reference Value Selection in a Perturbation Theory Applied to Nonuniform Beams,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000437954600001,"Martin, Blake; Salehian, Armaghan",SHOCK AND VIBRATION,"ACOUSTICS; ENGINEERING, MECHANICAL; MECHANICS",n/a,n/a,n/a,2018,0,0.224172,1.11,0,0,100,1.857
WOS:000430749800002,10.1186/s12877-018-0782-7,MEDLINE:29661156,"SYNERGIC TRIAL (SYNchronizing Exercises, Remedies in Gait and Cognition) a multi-Centre randomized controlled double blind trial to improve gait and cognition in mild cognitive impairment",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430749800002,"Montero-Odasso, Manuel; Almeida, Quincy J.; Burhan, Amer M.; Camicioli, Richard; Doyon, Julien",BMC GERIATRICS,GERIATRICS & GERONTOLOGY; GERONTOLOGY,18,n/a,n/a,2018,0,0.42953,0.93,0,0,100,2.866
WOS:000440214800017,10.3390/pr6070089,n/a,A Multicellular Vascular Model of the Renal Myogenic Response,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000440214800017,"Ciocanel, Maria-Veronica; Stepien, Tracy L.; Sgouralis, Ioannis; Layton, Anita T.",PROCESSES,"ENGINEERING, CHEMICAL",6,7,n/a,2018,0,0.908714,1.9,0,0,100,1.279
WOS:000444653300001,10.1186/s13705-018-0169-9,n/a,Towards a smart and sustainable residential energy culture: assessing participant feedback from a long-term smart grid pilot project,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444653300001,"Lazowski, Bronwyn; Parker, Paul; Rowlands, Ian H.",ENERGY SUSTAINABILITY AND SOCIETY,ENERGY & FUELS; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,8,n/a,n/a,2018,0,0.588235,1.87,0,0,100,1.625
WOS:000443189400001,10.3389/fpsyg.2018.01583,MEDLINE:30214420,Beyond Exposure to Outdoor Nature: Exploration of the Benefits of a Green Building's Indoor Environment on Wellbeing,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443189400001,"Dreyer, Bianca C.; Coulombe, Simon; Whitney, Stephanie; Riemer, Manuel; Labbe, Deiphine",FRONTIERS IN PSYCHOLOGY,"PSYCHOLOGY, MULTIDISCIPLINARY",9,n/a,n/a,2018,0,0.398895,0.64,0,0,100,2.089
WOS:000433080400020,10.1167/iovs.17-23352,MEDLINE:29847665,Mixed Model Analysis of Between-Subject Variability in Overnight Corneal Swelling and Deswelling With Silicone Hydrogel Lenses,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433080400020,"Moezzi, Amir M.; Hutchings, Natalie; Fonn, Desmond; Simpson, Trefford L.",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,59,6,2576-2585,2018,0,0.678679,0.63,0,0,100,3.388
WOS:000446486000002,10.18332/tid/94460,n/a,Exploring the impact of efficacy messages on cessation-related outcomes using Ecological Momentary Assessment,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446486000002,"Lambert, Victoria; Ferguson, Stuart G.; Niederdeppe, Jeff; Hammond, David; Hardin, James W.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",16,n/a,n/a,2018,0,0.035714,0.84,0,0,100,1.539
WOS:000429556500018,10.1007/s11136-018-1800-0,MEDLINE:29435802,Measuring health related quality of life (HRQoL) in community and facility-based care settings with the interRAI assessment instruments: development of a crosswalk to HUI3,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429556500018,"Hirdes, John P.; Bernier, Julie; Garner, Rochelle; Fines, Philippe; Jantzi, Micaela",QUALITY OF LIFE RESEARCH,"HEALTH CARE SCIENCES & SERVICES; HEALTH POLICY & SERVICES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",27,5,1295-1309,2018,0,0.788679,0.71,0,0,100,2.392
WOS:000435663800001,10.2166/wst.2018.027,MEDLINE:29722682,"Removal of sewage phosphorus by adsorption and mineral precipitation, with recovery as a fertilizing soil amendment",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435663800001,"Jowett, Craig; Solntseva, Irina; Wu, Lingling; James, Chris; Glasauer, Susan",WATER SCIENCE AND TECHNOLOGY,"ENGINEERING, ENVIRONMENTAL; ENVIRONMENTAL SCIENCES; WATER RESOURCES",77,8,1967-1978,2018,0,0.370769,1.41,0,0,100,1.247
WOS:000427210400007,10.1016/j.strusafe.2017.12.007,n/a,Probability distribution of the seismic damage cost over the life cycle of structures,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427210400007,"Pandey, Mahesh D.; van der Weide, J. A. M.",STRUCTURAL SAFETY,"ENGINEERING, CIVIL",72,n/a,74-83,2018,0,1.471698,1.01,0,0,100,3.538
WOS:000442711000012,10.1016/j.apergo.2018.05.004,MEDLINE:30098627,Barriers for implementation of successful change to prevent musculoskeletal disorders and how to systematically address them,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000442711000012,"Yazdani, Amin; Wells, Richard",APPLIED ERGONOMICS,"ENGINEERING, INDUSTRIAL; ERGONOMICS; PSYCHOLOGY, APPLIED",73,n/a,122-140,2018,0,1,1.25,0,0,100,2.435
WOS:000448559400108,10.3390/su10103466,n/a,Centralized and Decentralized Approaches to Water Demand Management,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000448559400108,"Xiao, Yi; Fang, Liping; Hipel, Keith W.",SUSTAINABILITY,ENVIRONMENTAL SCIENCES; ENVIRONMENTAL STUDIES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10,10,n/a,2018,0,0.758958,1.31,0,0,100,2.075
WOS:000446688300001,10.3389/fchem.2018.00465,MEDLINE:30356693,Combustion Characteristics o f Physically Mixed 40 nm Aluminum/Copper Oxide Nanothermites Using Laser Ignition,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446688300001,"Saceleanu, Florin; Idir, Mahmoud; Chaumeix, Nabiha; Wen, John Z.",FRONTIERS IN CHEMISTRY,"CHEMISTRY, MULTIDISCIPLINARY",6,n/a,n/a,2018,0,0.799611,1.96,0,0,100,4.155
WOS:000449281000001,10.1186/s12961-018-0376-z,MEDLINE:30390696,Exploring the synergies between focused ethnography and integrated knowledge translation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000449281000001,"Baumbusch, Jennifer; Wu, Sarah; Lauck, Sandra B.; Banner, Davina; O'Shea, Tamar",HEALTH RESEARCH POLICY AND SYSTEMS,HEALTH POLICY & SERVICES,16,n/a,n/a,2018,0,0.515789,0.67,0,0,100,2.179
WOS:000445128500001,10.1186/s12938-018-0557-6,MEDLINE:30227862,Comparative mechanical analysis of deep brain stimulation electrodes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445128500001,"Draz, H. H.; Gabran, S. R. I.; Basha, Mohamed; Mostafa, Hassan; Abu-Elyazeed, Mohamed F.",BIOMEDICAL ENGINEERING ONLINE,"ENGINEERING, BIOMEDICAL",17,n/a,n/a,2018,0,1.2,2.4,0,0,100,1.676
WOS:000444770000005,10.1167/tvst.7.5.5,MEDLINE:30197837,Ultrasound Imaging and Measurement of Choroidal Blood Flow,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444770000005,"Urs, Raksha; Ketterling, Jeffrey A.; Yu, Alfred C. H.; Lloyd, Harriet O.; Yiu, Billy Y. S.",TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,OPHTHALMOLOGY,7,5,n/a,2018,0,0.496894,0.63,0,0,100,2.193
WOS:000431657800009,10.1002/job.2253,MEDLINE:29780207,Societal individualism-collectivism and uncertainty avoidance as cultural moderators of relationships between job resources and strain,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431657800009,"Jang, Seulki; Shen, Winny; Allen, Tammy D.; Zhang, Haiyan",JOURNAL OF ORGANIZATIONAL BEHAVIOR,"BUSINESS; MANAGEMENT; PSYCHOLOGY, APPLIED",39,4,507-524,2018,0,1.136986,0.71,0,0,100,4.229
WOS:000442210300010,10.1111/eva.12627,MEDLINE:30151042,"Quantifying functional connectivity: The role of breeding habitat, abundance, and landscape features on range-wide gene flow in sage-grouse",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000442210300010,"Row, Jeffrey R.; Doherty, Kevin E.; Cross, Todd B.; Schwartz, Michael K.; Oyler-McCance, Sara J.",EVOLUTIONARY APPLICATIONS,EVOLUTIONARY BIOLOGY,11,8,1305-1321,2018,0,1.656716,1.35,0,0,100,4.694
WOS:000439274600004,10.5194/hess-22-3903-2018,n/a,Contributions of catchment and in-stream processes to suspended sediment transport in a dominantly groundwater-fed catchment,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000439274600004,"Liu, Yan; Zarfl, Christiane; Basu, Nandita B.; Schwientek, Marc; Cirpka, Olaf A.",HYDROLOGY AND EARTH SYSTEM SCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY; WATER RESOURCES",22,7,3903-3921,2018,0,1.345304,1,0,0,100,4.256
WOS:000451598900143,10.3390/s18113733,MEDLINE:30400161,"A Simple Wireless Sensor Node System for Electricity Monitoring Applications: Design, Integration, and Testing with Different Piezoelectric Energy Harvesters",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451598900143,"Yang, Zongxian; Zarabi, Sid; Fernandes, Egon; Rua-Taborda, Maria-Isabel; Debeda, Helene",SENSORS,"CHEMISTRY, ANALYTICAL; ELECTROCHEMISTRY; INSTRUMENTS & INSTRUMENTATION",18,11,n/a,2018,0,0.929669,1.55,0,0,100,2.475
WOS:000454802800001,10.1155/2018/7805168,n/a,Joint Operating Revenue and Passenger Travel Cost Optimization in Urban Rail Transit,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000454802800001,"Li, Wenxin; Peng, Qiyuan; Li, Qinlin; Wen, Chao; Zhang, Yongxiang",JOURNAL OF ADVANCED TRANSPORTATION,"ENGINEERING, CIVIL; TRANSPORTATION SCIENCE & TECHNOLOGY",n/a,n/a,n/a,2018,0,0.254072,1.06,0,0,100,1.102
WOS:000426775500112,10.3390/w10020202,n/a,Floating Photocatalysts for Passive Solar Degradation of Naphthenic Acids in Oil Sands Process-Affected Water,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426775500112,"Leshuk, Tim; Krishnakumar, Harish; Livera, Diogo de Oliveira; Gu, Frank",WATER,WATER RESOURCES,10,2,n/a,2018,0,0.667041,0.94,0,0,100,2.069
WOS:000439026000055,10.1038/s41598-018-28808-w,MEDLINE:30022032,Biotic and abiotic drivers of tree seedling recruitment across an alpine treeline ecotone,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000439026000055,"Frei, Esther R.; Bianchi, Eva; Bernareggi, Giulietta; Bebi, Peter; Dawes, Melissa A.",SCIENTIFIC REPORTS,ECOLOGY,8,n/a,n/a,2018,0,1.078694,1.14,0,0,100,4.122
WOS:000445096800010,10.3390/met8070480,n/a,Thermal Mechanical Processing of Press and Sinter Al-Cu-Mg-Sn-(AlN) Metal Matrix Composite Materials,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445096800010,"Sweet, Gregory A. W.; Wells, Mary A.; Taylor, Alan; Hexemer, Richard L.; Donaldson, Ian W.",METALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY; METALLURGY & METALLURGICAL ENGINEERING",8,7,n/a,2018,0,0.633037,1.5,0,0,100,1.704
WOS:000457321800001,10.3389/fmars.2018.00342,n/a,"Understanding the Coastal Ecocline: Assessing Sea-Land Interactions at Non-tidal, Low-Lying Coasts Through Interdisciplinary Research",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000457321800001,"Jurasinski, Gerald; Janssen, Manon; Voss, Maren; Boettcher, Michael E.; Brede, Martin",FRONTIERS IN MARINE SCIENCE,ENVIRONMENTAL SCIENCES; MARINE & FRESHWATER BIOLOGY,5,n/a,n/a,2018,0,0.832117,1.07,0,0,100,n/a
WOS:000445909200001,10.1016/j.gca.2018.08.023,n/a,Gibbs Energy Dynamic Yield Method (GEDYM): Predicting microbial growth yields under energy-limiting conditions,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445909200001,"Smeaton, Christina M.; Van Cappellen, Philippe",GEOCHIMICA ET COSMOCHIMICA ACTA,GEOCHEMISTRY & GEOPHYSICS,241,n/a,16-Jan,2018,0,2.068132,1.04,0,0,100,4.69
WOS:000435587100161,10.3390/su10051465,n/a,"The Impact of Proximity to Wet Markets and Supermarkets on Household Dietary Diversity in Nanjing City, China",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435587100161,"Zhong, Taiyang; Si, Zhenzhong; Crush, Jonathan; Xu, Zhiying; Huang, Xianjin",SUSTAINABILITY,ENVIRONMENTAL SCIENCES; ENVIRONMENTAL STUDIES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10,5,n/a,2018,0,0.758958,1.31,0,0,100,2.075
WOS:000451992500155,10.1021/acsomega.8b02489,n/a,ARGET ATRP of Triblock Copolymers (PMMA-b-PEO-b-PMMA) and Their Microstructure in Aqueous Solution,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451992500155,"Lei, Qun; Peng, Baoliang; Ma, Kris King Yiu; Zhang, Zhen; Wang, Xiaocong",ACS OMEGA,"CHEMISTRY, MULTIDISCIPLINARY",3,11,15996-16004,2018,0,0.795399,1.96,0,0,100,n/a
WOS:000452770900005,10.5194/acp-18-17529-2018,n/a,Quantifying uncertainty from aerosol and atmospheric parameters and their impact on climate sensitivity,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000452770900005,"Fletcher, Christopher G.; Kravitz, Ben; Badawy, Bakr",ATMOSPHERIC CHEMISTRY AND PHYSICS,METEOROLOGY & ATMOSPHERIC SCIENCES,18,23,17529-17543,2018,0,1.900104,1.24,0,0,100,5.509
WOS:000430382700011,10.1038/s41598-018-24387-y,MEDLINE:29674663,Gunn-Hilsum Effect in Mechanically Strained Silicon Nanowires: Tunable Negative Differential Resistance,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430382700011,"Shiri, Daryoush; Verma, Amit; Nekovei, Reza; Isacsson, Andreas; Selvakumar, C. R.",SCIENTIFIC REPORTS,"PHYSICS, APPLIED",8,n/a,n/a,2018,0,1.078694,1.69,0,0,100,4.122
WOS:000433958100019,10.1007/s00221-018-5259-6,MEDLINE:29651518,Updating impairments and the failure to explore new hypotheses following right brain damage,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433958100019,"Stoettinger, Elisabeth; Guay, Carolyn Louise; Danckert, James; Anderson, Britt",EXPERIMENTAL BRAIN RESEARCH,NEUROSCIENCES,236,6,1749-1765,2018,0,0.771127,1.29,0,0,100,1.806
WOS:000444112800014,10.3390/ma11081277,MEDLINE:30044390,Filtration of Sub-3.3 nm Tungsten Oxide Particles Using Nanofibrous Filters,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444112800014,"Givehchi, Raheleh; Li, Qinghai; Tan, Zhongchao",MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",11,8,n/a,2018,0,0.883299,1.82,0,0,100,2.467
WOS:000454444200165,10.1016/j.aej.2018.03.011,n/a,Modern network reconfiguration techniques for service restoration in distribution systems: A step to a smarter grid,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000454444200165,"Abu-Elanien, Ahmed E. B.; Salama, M. M. A.; Shaban, Khaled B.",ALEXANDRIA ENGINEERING JOURNAL,"ENGINEERING, MULTIDISCIPLINARY",57,4,3959-3967,2018,0,0.641026,0.95,0,0,100,n/a
WOS:000432187800016,10.1016/j.physletb.2018.02.051,n/a,Unruh thermal hadronization and the cosmological constant,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000432187800016,"Frassino, Antonia M.; Bleicher, Marcus; Mann, Robert B.",PHYSICS LETTERS B,"ASTRONOMY & ASTROPHYSICS; PHYSICS, NUCLEAR; PHYSICS, PARTICLES & FIELDS",780,n/a,93-99,2018,0,3.164937,1.71,0,0,100,4.254
WOS:000431807600037,10.1149/2.0391806jes,n/a,Experimental Observations of Microstructure Changes in the Catalyst Layers of Proton Exchange Membrane Fuel Cells under Wet-Dry Cycles,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431807600037,"Zhao, Jian; Shahgaldi, Samaneh; Li, Xianguo; Liu, Zhongsheng (Simon)",JOURNAL OF THE ELECTROCHEMICAL SOCIETY,"ELECTROCHEMISTRY; MATERIALS SCIENCE, COATINGS & FILMS",165,6,F3337-F3345,2018,0,1.114,1.91,0,0,100,3.662
WOS:000427130900007,10.1007/s11004-017-9686-x,n/a,Environmental Monitoring and Peat Assessment Using Multivariate Analysis of Regional-Scale Geochemical Data,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427130900007,"McKinley, Jennifer M.; Grunsky, Eric; Mueller, Ute",MATHEMATICAL GEOSCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY; MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",50,2,235-246,2018,0,0.738095,0.93,0,0,100,1.573
WOS:000448658400200,10.3390/ma11101986,MEDLINE:30326602,Efficient Extraction of a Docosahexaenoic Acid (DHA)-Rich Lipid Fraction from Thraustochytrium sp Using Ionic Liquids,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000448658400200,"Zhang, Yujie; Ward, Valerie; Dennis, Dorothy; Plechkova, Natalia V.; Armenta, Roberto",MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",11,10,n/a,2018,0,0.883299,1.82,0,0,100,2.467
WOS:000455338100091,10.3390/su10124425,n/a,Food Swamps and Poor Dietary Diversity: Longwave Development Implications in Southern African Cities,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000455338100091,"Frayne, Bruce; McCordic, Cameron",SUSTAINABILITY,ENVIRONMENTAL SCIENCES; ENVIRONMENTAL STUDIES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10,12,n/a,2018,0,0.758958,1.31,0,0,100,2.075
WOS:000439449900002,10.1007/s00209-017-1975-z,n/a,On the number of linear spaces on hypersurfaces with a prescribed discriminant,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000439449900002,"Brandes, Julia",MATHEMATISCHE ZEITSCHRIFT,MATHEMATICS,289,4-Mar,803-827,2018,0,0.394737,0.38,0,0,100,0.874
