DOI,Filename,Article Title,Authors,Source,Research Area,Publication Date,Times Cited,publisher,is-referenced-by-count,container-title,subject,crossref-data,is_oa,journal_is_oa,oa_status
10.1007/JHEP12(2018)063,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Adding flavour to the S-matrix bootstrap,"Cordova, Lucia; Vieira, Pedro",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",2018,0,Springer Science and Business Media LLC,2,Journal of High Energy Physics,Nuclear and High Energy Physics,True,True,True,gold
10.3390/f9090569,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv",Developing Allometric Equations for Estimating Shrub Biomass in a Boreal Fen,"He, Annie; McDermid, Gregory J.; Rahman, Mir Mustafizur; Strack, Maria; Saraswati, Saraswati",FORESTS,FORESTRY,2018,0,MDPI AG,0,Forests,,True,True,True,gold
10.1088/1742-6596/1037/5/052023,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",In-blade Load Sensing on 3D Printed Wind Turbine Blades Using Trailing Edge Flaps,"Samara, F.; Johnson, D. A.",SCIENCE OF MAKING TORQUE FROM WIND (TORQUE 2018),"ENGINEERING, AEROSPACE; ENGINEERING, MECHANICAL",2018,0,IOP Publishing,0,Journal of Physics: Conference Series,,True,True,False,hybrid
10.1167/iovs.18-23954,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv",Orientation Tuning and Contrast Dependence of Continuous Flash Suppression in Amblyopia and Normal Vision,"Gao, Tina Y.; Ledgeway, Timothy; Lie, Alyssa L.; Anstice, Nicola; Black, Joanna",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,2018,0,Association for Research in Vision and Ophthalmology (ARVO),0,Investigative Opthalmology & Visual Science,,True,True,False,hybrid
10.1503/cmaj.180396,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Engaging older adults as partners in transitional care research,"Ganann, Rebecca; McAiney, Carrie; Johnson, William",CANADIAN MEDICAL ASSOCIATION JOURNAL,HEALTH CARE SCIENCES & SERVICES,2018,0,Joule Inc.,0,Canadian Medical Association Journal,,True,True,False,bronze
10.1038/s41598-018-25938-z,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Morphological and functional changes in the rat retina associated with 2 months of intermittent moderate intraocular pressure elevation,"Tan, Bingyao; Gurdita, Akshay; Choh, Vivian; Joos, Karen M.; Prasad, Ratna",SCIENTIFIC REPORTS,OPHTHALMOLOGY,2018,0,Springer Science and Business Media LLC,1,Scientific Reports,Multidisciplinary,True,True,True,gold
10.3390/su10103524,"OA 2018 WoS.csv,OA 2018 Scopus.csv","Sustainability in the Canadian Egg Industry-Learning from the Past, Navigating the Present, Planning for the Future","Pelletier, Nathan; Doyon, Maurice; Muirhead, Bruce; Widowski, Tina; Nurse-Gupta, Jodey",SUSTAINABILITY,ENVIRONMENTAL SCIENCES; ENVIRONMENTAL STUDIES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,2018,0,MDPI AG,2,Sustainability,,True,True,True,gold
10.1093/jahist/jay178,OA 2018 WoS.csv,Rainy Lake House: Twilight of Empire on the Northern Frontier,"Abler, Thomas S.",JOURNAL OF AMERICAN HISTORY,HISTORY,2018,0,Oxford University Press (OUP),0,Journal of American History,,True,True,False,bronze
10.1002/ece3.4056,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",The genetic network of greater sage-grouse: Range-wide identification of keystone hubs of connectivity,"Cross, Todd B.; Schwartz, Michael K.; Naugle, David E.; Fedy, Brad C.; Row, Jeffrey R.",ECOLOGY AND EVOLUTION,ECOLOGY; EVOLUTIONARY BIOLOGY,2018,0,Wiley,1,Ecology and Evolution,,True,True,True,gold
10.1525/elementa.313,OA 2018 WoS.csv,"Climate and wartalk: Metaphors, imagination, transformation","Mangat, Rupinder; Dalby, Simon",ELEMENTA-SCIENCE OF THE ANTHROPOCENE,ENVIRONMENTAL SCIENCES; METEOROLOGY & ATMOSPHERIC SCIENCES,2018,0,University of California Press,0,Elem Sci Anth,Geotechnical Engineering and Engineering Geology;Ecology;Environmental Engineering;Atmospheric Science;Geology;Oceanography,True,True,True,gold
10.1167/iovs.18-25236,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv",Dichoptic Attentive Motion Tracking is Biased Toward the Nonamblyopic Eye in Strabismic Amblyopia,"Chow, AMY; Giaschi, Deborah; Thompson, Benjamin",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,2018,0,Association for Research in Vision and Ophthalmology (ARVO),1,Investigative Opthalmology & Visual Science,,True,False,False,closed
10.1145/3176349.3176400,OA 2018 WoS.csv,A Study of Immediate Requery Behavior in Search,"Zhang, Haotian; Abualsaud, Mustafa; Smucker, Mark D.",CHIIR'18: PROCEEDINGS OF THE 2018 CONFERENCE ON HUMAN INFORMATION INTERACTION & RETRIEVAL,"COMPUTER SCIENCE, CYBERNETICS; COMPUTER SCIENCE, INFORMATION SYSTEMS",2018,0,ACM Press,0,Proceedings of the 2018 Conference on Human Information Interaction&Retrieval  - CHIIR '18,,True,True,False,green
10.1029/2018JD028719,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Simulation of Longwave Enhancement in Boreal and Montane Forests,"Todt, M.; Rutter, N.; Fletcher, C. G.; Wake, L. M.; Bartlett, P. A.",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,METEOROLOGY & ATMOSPHERIC SCIENCES,2018,0,American Geophysical Union (AGU),0,Journal of Geophysical Research: Atmospheres,,True,True,False,hybrid
10.1016/j.envint.2018.08.036,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv",The effect of portable HEPA filter air cleaner use during pregnancy on fetal growth: The UGAAR randomized controlled trial,"Barn, Prabjit; Gombojav, Enkhjargal; Ochir, Chimedsuren; Boldbaatar, Buyantushig; Beejin, Bolor",ENVIRONMENT INTERNATIONAL,ENVIRONMENTAL SCIENCES,2018,0,Elsevier BV,2,Environment International,,True,True,False,hybrid
10.1080/09669582.2018.1488856,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Corporate social responsibility in tourism and hospitality,"Font, Xavier; Lynes, Jennifer",JOURNAL OF SUSTAINABLE TOURISM,"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; HOSPITALITY, LEISURE, SPORT & TOURISM",2018,0,Informa UK Limited,1,Journal of Sustainable Tourism,,True,True,False,bronze
10.1186/s12913-018-3748-8,"OA 2018 WoS.csv,OA 2018 Scopus.csv",The Sustain and Spread Framework: strategies for sustaining and spreading nutrition care improvements in acute care based on thematic analysis from the More-2-Eat study,"Laur, Celia; Bell, Jack; Valaitis, Renata; Ray, Sumantra; Keller, Heather",BMC HEALTH SERVICES RESEARCH,HEALTH CARE SCIENCES & SERVICES,2018,0,Springer Nature,1,BMC Health Services Research,,True,True,True,gold
10.3390/d10040108,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv","Reconnecting Amphibian Habitat through Small Pond Construction and Enhancement, South Okanagan River Valley, British Columbia, Canada","Ashpole, Sara L.; Bishop, Christine A.; Murphy, Stephen D.",DIVERSITY-BASEL,ECOLOGY,2018,0,MDPI AG,0,Diversity,,True,True,True,gold
10.1017/S0714980817000538,OA 2018 WoS.csv,Adverse Events in Home Care: Identifying and Responding with interRAI Scales and Clinical Assessment Protocols,"Sinn, Chi-Ling Joanna; Betini, Raquel Souza Dias; Wright, Jennifer; Eckler, Lorri; Chang, Byung Wook",CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,GERONTOLOGY,2018,0,Cambridge University Press (CUP),0,Canadian Journal on Aging / La Revue canadienne du vieillissement,Community and Home Care;Gerontology;Health(social science);Geriatrics and Gerontology,True,True,False,hybrid
10.1186/s12877-018-0986-x,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Development and validation of a screener based on interRAI assessments to measure informal caregiver wellbeing in the community,"Betini, Raquel S. D.; Hirdes, John P.; Curtin-Telegdi, Nancy; Gammage, Lisa; Vansickle, Jennifer",BMC GERIATRICS,GERIATRICS & GERONTOLOGY; GERONTOLOGY,2018,0,Springer Nature,0,BMC Geriatrics,,True,True,True,gold
10.1038/s41467-018-07616-w,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Determining molecular properties with differential mobility spectrometry and machine learning,"Walker, Stephen W. C.; Anwar, Ahdia; Psutka, Jarrod M.; Crouse, Jeff; Liu, Chang",NATURE COMMUNICATIONS,PHARMACOLOGY & PHARMACY,2018,0,Springer Nature,1,Nature Communications,,True,True,True,gold
10.1136/bmjopen-2018-023688,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",Establishing a protocol for building a pan-Canadian population-based monitoring system for early childhood development for children with health disorders: Canadian Children's Health in Context Study (CCHICS),"Janus, Magdalena; Brownell, Marni; Reid-Westoby, Caroline; Bennett, Teresa; Birken, Catherine",BMJ OPEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2018,0,BMJ,1,BMJ Open,,True,True,True,gold
10.3389/fpsyg.2017.02335,OA 2018 WoS.csv,Using Neural Networks to Generate Inferential Roles for Natural Language,"Blouw, Peter; Eliasmith, Chris",FRONTIERS IN PSYCHOLOGY,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,0,Frontiers Media SA,0,Frontiers in Psychology,,True,True,True,gold
10.3390/en11123362,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv",The Role of Charging Infrastructure in Electric Vehicle Implementation within Smart Grids,"Kong, Qing; Fowler, Michael; Entchev, Evgueniy; Ribberink, Hajo; McCallum, Robert",ENERGIES,ENERGY & FUELS,2018,0,MDPI AG,0,Energies,,True,True,True,gold
10.1093/pasj/psy118,OA 2018 WoS.csv,Detection of polarized gamma-ray emission from the Crab nebula with the Hitomi Soft Gamma-ray Detector,"Aharonian, Felix; Akamatsu, Hiroki; Akimoto, Fumie; Allen, Steven W.; Angelini, Lorella",PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,ASTRONOMY & ASTROPHYSICS,2018,0,Oxford University Press (OUP),0,Publications of the Astronomical Society of Japan,,True,True,False,hybrid
10.1088/1367-2630/aae3ac,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Methods for preparation and detection of neutron spin-orbit states,"Sarenac, D.; Nsofini, J.; Hincks, I.; Arif, M.; Clark, Charles W.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",2018,0,IOP Publishing,0,New Journal of Physics,,True,True,True,gold
10.1038/s41598-018-24123-6,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Human mesenchymal stem cell basal membrane bending on gratings is dependent on both grating width and curvature,"Zeng, Yukai; Wong, Sum Thai; Teo, Soo Kng; Leong, Kam W.; Chiam, Keng-Hwee",SCIENTIFIC REPORTS,"ENGINEERING, BIOMEDICAL",2018,0,Springer Nature,0,Scientific Reports,Multidisciplinary,True,True,True,gold
10.1167/tvst.7.4.18,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv",Comparative Study of Optical Coherence Tomography Angiography and Phase-Resolved Doppler Optical Coherence Tomography for Measurement of Retinal Blood Vessels Caliber,"Hosseinaee, Zohreh; Tan, Bingyao; Martinez, Adam; Bizheva, Kostadinka K.",TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,OPHTHALMOLOGY,2018,0,Association for Research in Vision and Ophthalmology (ARVO),0,Translational Vision Science & Technology,,True,True,False,hybrid
10.1093/gerhis/ghy059,OA 2018 WoS.csv,Secret Communication Rooms? The State Security at the Friedrich-Schiller University of Jena,"Bruce, Gary",GERMAN HISTORY,HISTORY,2018,0,Oxford University Press (OUP),0,German History,,True,False,False,closed
10.1371/journal.pone.0204156,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Spatial statistical tools for genome-wide mutation cluster detection under a microarray probe sampling system,"Luo, Bin; Edge, Alanna K.; Tolg, Cornelia; Turley, Eva A.; Dean, C. B.",PLOS ONE,GENETICS & HEREDITY,2018,0,Public Library of Science (PLoS),0,PLOS ONE,,True,True,True,gold
10.18332/tid/84513,OA 2018 WoS.csv,The use of and beliefs about menthol cigarettes among Brazilian smokers: findings from Wave 3 (2016-17) of the ITC Brazil Survey,"Craig, L.; Figueiredo, V.; Perez, C.; Fong, G. T.; Yan, M.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2018,0,E.U. European Publishing,0,Tobacco Induced Diseases,,True,True,True,gold
10.1139/cjc-2017-0601,OA 2018 WoS.csv,An engineered one-site aptamer with higher sensitivity for label-free detection of adenosine on graphene oxide,"Zhang, Zijie; Liu, Juewen",CANADIAN JOURNAL OF CHEMISTRY,"CHEMISTRY, MULTIDISCIPLINARY",2018,0,Canadian Science Publishing,1,Canadian Journal of Chemistry,,True,True,False,green
10.18332/tid/83931,OA 2018 WoS.csv,Effectiveness of the ban on tobacco industry sponsorship in Brazil: findings from the ITC Brazil Wave 1 to 3 Surveys (2009 to 2016-17),"Pinho, M.; Szklo, A.; Perez, C.; Fong, G.; Craig, L.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2018,0,E.U. European Publishing,0,Tobacco Induced Diseases,,True,True,True,gold
10.1021/acsomega.8b02304,"OA 2018 WoS.csv,OA 2018 Scopus.csv","Efficient One-Pot, Two-Component Modular Synthesis of 3,5-Disubstituted Pyrazoles","Mohamady, Samy; Kralt, Braden; Samwel, Shery K.; Taylor, Scott D.",ACS OMEGA,"CHEMISTRY, MULTIDISCIPLINARY",2018,0,American Chemical Society (ACS),0,ACS Omega,,True,True,True,gold
10.1093/scipol/scy050,OA 2018 WoS.csv,"Revisiting the Canadian public policy towards venture capital: Crowding-out or displacement (vol 45, pg 719, 2018)","Dahaj, Arash Soleimani; Cozzarin, Brian P.; Talebi, Kambiz",SCIENCE AND PUBLIC POLICY,ENVIRONMENTAL STUDIES; MANAGEMENT; PUBLIC ADMINISTRATION,2018,0,Oxford University Press (OUP),0,Science and Public Policy,,True,True,False,bronze
10.1155/2018/6231236,OA 2018 WoS.csv,Crowdsourcing for Mobile Networks and IoT,"Hu, Xiping; Ning, Zhaolong; Zhang, Kuan; Ngai, Edith; Bai, Kun",WIRELESS COMMUNICATIONS & MOBILE COMPUTING,"COMPUTER SCIENCE, INFORMATION SYSTEMS; ENGINEERING, ELECTRICAL & ELECTRONIC; TELECOMMUNICATIONS",2018,0,Hindawi Limited,0,Wireless Communications and Mobile Computing,,True,True,True,gold
10.3389/fncom.2018.00041,OA 2018 WoS.csv,Inhibiting Basal Ganglia Regions Reduces Syllable Sequencing Errors in Parkinson's Disease: A Computer Simulation Study,"Senft, Valentin; Stewart, Terrence C.; Bekolay, Trevor; Eliasmith, Chris; Kroeger, Bernd J.",FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,MATHEMATICAL & COMPUTATIONAL BIOLOGY; NEUROSCIENCES,2018,0,Frontiers Media SA,0,Frontiers in Computational Neuroscience,,True,True,True,gold
10.1080/09669582.2018.1529771,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Global trends in length of stay: implications for destination management and climate change,"Gossling, Stefan; Scott, Daniel; Hall, C. Michael",JOURNAL OF SUSTAINABLE TOURISM,"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; HOSPITALITY, LEISURE, SPORT & TOURISM",2018,0,Informa UK Limited,1,Journal of Sustainable Tourism,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development",True,True,False,bronze
10.3138/ctr.175.014,OA 2018 WoS.csv,Double Exposure: A Jewish-Palestinian Anthology That Bridges Cultural Divides,"Greenberg, Shira Schwartz; Orlov, Stephen; Sabawi, Samah",CANADIAN THEATRE REVIEW,THEATER,2018,0,University of Toronto Press Inc. (UTPress),0,Canadian Theatre Review,,True,True,False,bronze
10.1186/s12889-018-5869-8,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Implementation of 100% smoke-free law in Uganda: a qualitative study exploring civil society's perspective,"Robertson, Lindsay; Nyamurungi, Kellen Namusisi; Gravely, Shannon; Rusatira, Jean Christophe; Oginni, Adeniyi",BMC PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2018,0,Springer Nature,0,BMC Public Health,,True,True,True,gold
10.1007/s10926-017-9706-1,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",Application of the Theoretical Domains Framework and the Behaviour Change Wheel to Understand Physicians' Behaviors and Behavior Change in Using Temporary Work Modifications for Return to Work: A Qualitative Study,"Horppu, Ritva; Martimo, K. P.; MacEachen, E.; Lallukka, T.; Viikari-Juntura, E.",JOURNAL OF OCCUPATIONAL REHABILITATION,REHABILITATION; SOCIAL ISSUES,2018,0,Springer Nature,0,Journal of Occupational Rehabilitation,,True,True,False,hybrid
10.1136/bmjopen-2018-021983,"OA 2018 WoS.csv,OA 2018 Scopus.csv","Which type of tobacco product warning imagery is more effective and sustainable over time? A longitudinal assessment of smokers in Canada, Australia and Mexico","Anshari, Dien; Yong, Hua-Hie; Borland, Ron; Hammond, David; Swayampakala, Kamala",BMJ OPEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2018,0,BMJ,0,BMJ Open,,True,True,True,gold
10.3389/fpsyg.2018.01910,"OA 2018 WoS.csv,OA 2018 Scopus.csv",A Network Model of Goals Boosts Convergent Creativity Performance,"Kung, Franki Y. H.; Scholer, Abigail A.",FRONTIERS IN PSYCHOLOGY,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,0,Frontiers Media SA,0,Frontiers in Psychology,,True,True,True,gold
10.5751/ES-10280-230323,"OA 2018 WoS.csv,OA 2018 Scopus.csv","Frontiers in socio-environmental research: components, connections, scale, and context","Pulver, Simone; Ulibarri, Nicola; Sobocinski, Kathryn L.; Alexander, Steven M.; Johnson, Michelle L.",ECOLOGY AND SOCIETY,ECOLOGY; ENVIRONMENTAL STUDIES,2018,0,"Resilience Alliance, Inc.",2,Ecology and Society,,True,True,True,gold
10.18332/tid/84067,OA 2018 WoS.csv,Use of roll-your-own tobacco among smokers in New Zealand: results from the ITC New Zealand Survey,"Edwards, R.; Waa, A.; Stanley, J.; Kaai, S.; Quah, A. C. K.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2018,0,E.U. European Publishing,0,Tobacco Induced Diseases,,True,True,True,gold
10.1007/s10664-018-9600-2,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv","On the correctness of electronic documents: studying, finding, and localizing inconsistency bugs in PDF readers and files","Kuchta, Tomasz; Lutellier, Thibaud; Wong, Edmund; Tan, Lin; Cadar, Cristian",EMPIRICAL SOFTWARE ENGINEERING,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",2018,0,Springer Nature,0,Empirical Software Engineering,Software,True,True,False,hybrid
10.1088/1742-6596/972/1/012025,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",Investigation of converging and collimated beam instrument geometry on specular gloss measurements,"Zwinkels, Joanne C.; Cote, Eric; Morgan, John",13TH INTERNATIONAL CONFERENCE ON NEW DEVELOPMENTS AND APPLICATIONS IN OPTICAL RADIOMETRY,"ENGINEERING, ELECTRICAL & ELECTRONIC; OPTICS; PHYSICS, APPLIED",2018,0,IOP Publishing,0,Journal of Physics: Conference Series,,True,True,False,hybrid
10.2196/jmir.9284,"OA 2018 WoS.csv,OA 2018 Scopus.csv",The Use and Effects of Electronic Health Tools for Patient Self-Monitoring and Reporting of Outcomes Following Medication Use: Systematic Review,"Lancaster, Karla; Abuzour, Aseel; Khaira, Manmeet; Mathers, Annalise; Chan, April",JOURNAL OF MEDICAL INTERNET RESEARCH,HEALTH CARE SCIENCES & SERVICES; MEDICAL INFORMATICS,2018,0,JMIR Publications Inc.,3,Journal of Medical Internet Research,,True,True,True,gold
10.26633/RPSP.2018.53,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",An economic perspective on the causal explanations for the socioeconomic inequalities in health,"Curtis, Lori J.",REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2018,0,Pan American Health Organization,0,Revista Panamericana de Salud Pública,,True,True,True,gold
10.1039/c8ra02087f,OA 2018 WoS.csv,Investigation of the size effect of graphene nano-platelets (GnPs) on the anti-corrosion performance of polyurethane/GnP composites,"Um, Jun Geun; Jun, Yun-Seok; Alhumade, Hesham; Krithivasan, Hariharan; Lui, Gregory",RSC ADVANCES,"CHEMISTRY, MULTIDISCIPLINARY",2018,0,Royal Society of Chemistry (RSC),0,RSC Advances,,True,True,True,gold
10.18332/tid/84074,OA 2018 WoS.csv,Achieving the tobacco endgame: the case for removing additives: findings from the ITC New Zealand Survey,"Edwards, R.; Waa, A.; Stanley, J.; Kaai, S.; Quah, A. C. K.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2018,0,E.U. European Publishing,0,Tobacco Induced Diseases,,True,True,True,gold
10.18332/tid/84186,OA 2018 WoS.csv,Tobacco packaging design for reducing tobacco use: cochrane systematic review,"Mcneill, A.; Gravely, S.; Hitchman, S.; Bauld, L.; Hammond, D.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2018,0,E.U. European Publishing,1,Tobacco Induced Diseases,,True,True,True,gold
10.1128/mSphere.00346-18,"OA 2018 WoS.csv,OA 2018 Scopus.csv","Widespread Antibiotic, Biocide, and Metal Resistance in Microbial Communities Inhabiting a Municipal Waste Environment and Anthropogenically Impacted River","Collins-Fairclough, Aneisha M.; Co, Rebecca; Ellis, Melessa C.; Hug, Laura A.",MSPHERE,MICROBIOLOGY,2018,0,American Society for Microbiology,0,mSphere,,True,True,True,gold
10.21834/e-bpj.v3i9.1540,OA 2018 WoS.csv,Why Ecotourism Failed as an Alternative Livelihood in Marine Park: The importance of community's involvement in park management,"Abu Bakar, Nor Azlina; Wall, Geoffrey",ENVIRONMENT-BEHAVIOUR PROCEEDINGS JOURNAL,"HOSPITALITY, LEISURE, SPORT & TOURISM",2018,0,e-IPH Ltd.,0,Environment-Behaviour Proceedings Journal,,True,True,True,gold
10.1145/3279778.3279789,OA 2018 WoS.csv,Increasing Passersby Engagement with Public Large Interactive Displays: A Study of Proxemics and Conation,"Ghare, Mojgan; Pafla, Marvin; Wong, Caroline; Wallace, James R.; Scott, Stacey D.",PROCEEDINGS OF THE 2018 ACM INTERNATIONAL CONFERENCE ON INTERACTIVE SURFACES AND SPACES (ISS'18),"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE; COMPUTER SCIENCE, THEORY & METHODS; ENGINEERING, ELECTRICAL & ELECTRONIC",2018,0,ACM Press,0,Proceedings of the 2018 ACM International Conference on Interactive Surfaces and Spaces  - ISS '18,,True,True,False,green
10.1145/3279778.3279782,OA 2018 WoS.csv,Post-meeting Curation of Whiteboard Content Captured with Mobile Devices,"Varona-Marin, Danniel; Oberholzer, Jan A.; Tse, Edward; Scott, Stacey D.",PROCEEDINGS OF THE 2018 ACM INTERNATIONAL CONFERENCE ON INTERACTIVE SURFACES AND SPACES (ISS'18),"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE; COMPUTER SCIENCE, THEORY & METHODS; ENGINEERING, ELECTRICAL & ELECTRONIC",2018,0,ACM Press,0,Proceedings of the 2018 ACM International Conference on Interactive Surfaces and Spaces  - ISS '18,,True,True,False,green
10.18332/tid/90822,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",Factors associated with rates of tobacco treatment delivery by General Practitioners in Greece: Missed opportunities for prevention?,"Papadakis, Sophia; Girvalaki, Charis; Vardavas, Constantine; Pipe, Andrew L.; Cole, Adam",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2018,0,E.U. European Publishing,0,Tobacco Induced Diseases,,True,True,True,gold
10.1186/s13660-018-1911-8,OA 2018 WoS.csv,Further results on robust stability for uncertain neutral systems with distributed delay,"Wu, Tao; Xiong, Lianglin; Cao, Jinde; Liu, Xinzhi",JOURNAL OF INEQUALITIES AND APPLICATIONS,"MATHEMATICS; MATHEMATICS, APPLIED",2018,0,Springer Nature,0,Journal of Inequalities and Applications,,True,True,True,gold
10.1016/j.quascirev.2018.10.034,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv,OA 2018 Scopus.csv",Towards a Holarctic synthesis of peatland testate amoeba ecology: Development of a new continental-scale palaeohydrological transfer function for North America and comparison to European data,"Amesbury, Matthew J.; Booth, Robert K.; Roland, Thomas P.; Bunbury, Joan; Clifford, Michael J.",QUATERNARY SCIENCE REVIEWS,"GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY",2018,0,Elsevier BV,0,Quaternary Science Reviews,,True,True,False,hybrid
10.3389/fimmu.2018.02957,"OA 2018 WoS.csv,OA other gold 2018 WoS.csv",Perspective on the Development and Validation of Ab Reagents to Fish Immune Proteins for the Correct Assessment of Immune Function,"Dixon, Brian; Barreda, Daniel R.; Sunyer, J. Oriol",FRONTIERS IN IMMUNOLOGY,IMMUNOLOGY,2018,0,Frontiers Media SA,2,Frontiers in Immunology,,True,True,True,gold
10.1017/jog.2018.85,"OA 2018 WoS.csv,OA 2018 Scopus.csv",Variations in the surface velocity of an alpine cirque glacier,"Sanders, J. W.; Cuffey, K. M.; MacGregor, K. R.; Kavanaugh, J. L.; Dow, C. F.",JOURNAL OF GLACIOLOGY,"GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY",2018,0,Cambridge University Press (CUP),0,Journal of Glaciology,Earth-Surface Processes,True,True,True,gold
10.18332/tid/83942,OA 2018 WoS.csv,Evaluating the impact of health warnings in Brazil over 7 years (2009-2016): findings from the ITC Brazil Wave 1-3 surveys,"Perez, C.; Kaai, S. C.; Cavalcante, T.; Szklo, A.; Craig, L.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2018,0,E.U. European Publishing,0,Tobacco Induced Diseases,,True,True,True,gold
10.1002/pc.24737,OA 2018 WoS.csv,Degree of Crystallinity and beta Phase Fraction of Polyvinylidene Fluoride Nanocomposites Containing Ionic Liquid and Graphene/Carbon Nanotube,"Ghajar, Mohammad Hossein; Mashhadi, Mahmoud Mosavi; Irannejad, Mehrdad; Jebril, Seid; Yavuz, Mustafa",POLYMER COMPOSITES,"MATERIALS SCIENCE, COMPOSITES; POLYMER SCIENCE",2018,0,Wiley,1,Polymer Composites,,True,False,False,closed
10.1177/1550147718774467,OA 2018 WoS.csv,An anomaly node detection method for distributed time synchronization algorithm in cognitive radio sensor networks,"Yang, Qi; Zhang, Xuan; Qian, Jingfeng; Ye, Qiang",INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS,"COMPUTER SCIENCE, INFORMATION SYSTEMS; TELECOMMUNICATIONS",2018,0,SAGE Publications,0,International Journal of Distributed Sensor Networks,,True,True,True,gold
