DOI,publisher,is-referenced-by-count,container-title,subject
10.1080/07011784.2015.1006021,Informa UK Limited,5,Canadian Water Resources Journal / Revue canadienne des ressources hydriques,
10.1109/JSTARS.2015.2420411,Institute of Electrical and Electronics Engineers (IEEE),3,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,
10.2166/aqua.2014.054,IWA Publishing,4,Journal of Water Supply: Research and Technology-Aqua,
10.1007/s11869-014-0304-5,Springer Science and Business Media LLC,5,"Air Quality, Atmosphere & Health","Atmospheric Science;Pollution;Health, Toxicology and Mutagenesis;Management, Monitoring, Policy and Law"
10.1063/1.4927100,AIP Publishing,5,Journal of Mathematical Physics,
10.1209/0295-5075/110/47002,IOP Publishing,4,EPL (Europhysics Letters),
10.1016/j.amc.2015.05.122,Elsevier BV,4,Applied Mathematics and Computation,
10.1103/PhysRevA.92.032326,American Physical Society (APS),4,Physical Review A,
10.1038/srep10724,Springer Science and Business Media LLC,4,Scientific Reports,Multidisciplinary
10.1016/j.jms.2015.02.016,Elsevier BV,4,Journal of Molecular Spectroscopy,
10.1177/0163443715594031,SAGE Publications,2,"Media, Culture & Society",
10.1111/bjso.12079,Wiley,6,British Journal of Social Psychology,
10.1037/xlm0000069,American Psychological Association (APA),1,"Journal of Experimental Psychology: Learning, Memory, and Cognition",
10.1007/s00221-014-4150-3,Springer Science and Business Media LLC,4,Experimental Brain Research,General Neuroscience
10.3138/ijcs.51.97,University of Toronto Press Inc. (UTPress),3,International Journal of Canadian Studies,
10.1103/PhysRevA.92.032130,American Physical Society (APS),5,Physical Review A,
10.1111/gwat.12271,Wiley,4,Groundwater,
10.1007/s00396-015-3536-5,Springer Science and Business Media LLC,7,Colloid and Polymer Science,Physical and Theoretical Chemistry;Colloid and Surface Chemistry;Materials Chemistry;Polymers and Plastics
10.1002/qua.24815,Wiley,4,International Journal of Quantum Chemistry,
10.1093/her/cyv014,Oxford University Press (OUP),10,Health Education Research,
10.1134/S1063782615050024,Pleiades Publishing Ltd,2,Semiconductors,"Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials;Condensed Matter Physics"
10.1007/s11136-015-0972-0,Springer Science and Business Media LLC,6,Quality of Life Research,"Public Health, Environmental and Occupational Health"
10.1007/s00224-015-9650-4,Springer Science and Business Media LLC,4,Theory of Computing Systems,Theoretical Computer Science;Computational Theory and Mathematics
10.5942/jawwa.2015.107.0006,American Water Works Association,9,Journal - American Water Works Association,
10.1109/TCSVT.2014.2380232,Institute of Electrical and Electronics Engineers (IEEE),9,IEEE Transactions on Circuits and Systems for Video Technology,
10.1139/cjce-2013-0569,Canadian Science Publishing,4,Canadian Journal of Civil Engineering,
10.1002/ett.2794,Wiley,5,Transactions on Emerging Telecommunications Technologies,
10.1007/s10107-014-0854-1,Springer Science and Business Media LLC,9,Mathematical Programming,Software;General Mathematics
10.1007/s10107-014-0775-z,Springer Science and Business Media LLC,4,Mathematical Programming,Software;General Mathematics
10.1093/ageing/afu156,Oxford University Press (OUP),3,Age and Ageing,
10.1097/OPX.0000000000000549,Ovid Technologies (Wolters Kluwer Health),4,Optometry and Vision Science,
10.1364/JOSAA.32.000507,The Optical Society,4,Journal of the Optical Society of America A,
10.1039/c4sm02245a,Royal Society of Chemistry (RSC),7,Soft Matter,
10.1109/LED.2015.2410304,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Electron Device Letters,
10.1021/acs.macromol.5b01464,American Chemical Society (ACS),5,Macromolecules,
10.1007/s10666-014-9439-x,Springer Science and Business Media LLC,4,Environmental Modeling & Assessment,General Environmental Science
10.1097/OPX.0000000000000690,Ovid Technologies (Wolters Kluwer Health),4,Optometry and Vision Science,
10.2196/mhealth.3509,JMIR Publications Inc.,4,JMIR mHealth and uHealth,
10.1016/j.chembiol.2015.08.008,Elsevier BV,5,Chemistry & Biology,
10.1080/23248378.2015.1054622,Informa UK Limited,4,International Journal of Rail Transportation,
10.1007/s00006-014-0480-2,Springer Science and Business Media LLC,7,Advances in Applied Clifford Algebras,Applied Mathematics
10.1016/j.insmatheco.2015.03.004,Elsevier BV,3,Insurance: Mathematics and Economics,
10.1103/PhysRevE.92.062509,American Physical Society (APS),4,Physical Review E,
10.1002/jcph.479,Wiley,5,The Journal of Clinical Pharmacology,
10.1016/j.jcrysgro.2014.11.021,Elsevier BV,2,Journal of Crystal Growth,
10.1088/0953-8984/27/40/405601,IOP Publishing,2,Journal of Physics: Condensed Matter,
10.1109/TC.2014.2339824,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Transactions on Computers,
10.1162/NECO_a_00701,MIT Press - Journals,5,Neural Computation,
10.1016/j.jelekin.2015.02.012,Elsevier BV,4,Journal of Electromyography and Kinesiology,
10.1063/1.4914318,AIP Publishing,4,The Journal of Chemical Physics,
10.3727/108354215X14205687167662,"Cognizant, LLC",3,Tourism Analysis,
10.1177/0963721415573203,SAGE Publications,5,Current Directions in Psychological Science,
10.1007/s10965-014-0643-9,Springer Science and Business Media LLC,4,Journal of Polymer Research,Organic Chemistry;Materials Chemistry;Polymers and Plastics
10.1080/02255189.2015.1030370,Informa UK Limited,6,Canadian Journal of Development Studies / Revue canadienne d'études du développement,
10.1016/j.redox.2015.08.014,Elsevier BV,5,Redox Biology,
10.1002/cjce.22341,Wiley,5,The Canadian Journal of Chemical Engineering,
10.1093/icesjms/fsv033,Oxford University Press (OUP),4,ICES Journal of Marine Science: Journal du Conseil,
10.1080/13683500.2013.823917,Informa UK Limited,5,Current Issues in Tourism,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development"
10.1080/01495739.2015.1039927,Informa UK Limited,3,Journal of Thermal Stresses,
10.1016/j.petrol.2015.10.009,Elsevier BV,5,Journal of Petroleum Science and Engineering,
10.1016/j.bbr.2015.02.052,Elsevier BV,4,Behavioural Brain Research,
10.1108/WHATT-12-2014-0047,Emerald,5,Worldwide Hospitality and Tourism Themes,
10.3920/BM2014.0058,Wageningen Academic Publishers,3,Beneficial Microbes,Microbiology (medical);Microbiology
10.3144/expresspolymlett.2015.101,"Department of Polymer Engineering, Scientific Society of Mechanical Engineering",4,Express Polymer Letters,
10.1016/j.peva.2015.08.001,Elsevier BV,4,Performance Evaluation,
10.1021/am509231k,American Chemical Society (ACS),6,ACS Applied Materials & Interfaces,
10.1103/PhysRevLett.114.140503,American Physical Society (APS),4,Physical Review Letters,
10.1109/TMTT.2015.2495362,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Transactions on Microwave Theory and Techniques,
10.1177/0959651815596287,SAGE Publications,2,"Proceedings of the Institution of Mechanical Engineers, Part I: Journal of Systems and Control Engineering",
10.1103/PhysRevA.91.032302,American Physical Society (APS),7,Physical Review A,
10.1007/s13389-015-0101-6,Springer Science and Business Media LLC,6,Journal of Cryptographic Engineering,Computer Networks and Communications;Software
10.1002/app.42259,Wiley,5,Journal of Applied Polymer Science,
10.1016/j.jfluidstructs.2015.08.009,Elsevier BV,5,Journal of Fluids and Structures,Mechanical Engineering
10.1007/s11075-014-9910-4,Springer Science and Business Media LLC,3,Numerical Algorithms,Applied Mathematics
10.1103/PhysRevD.92.124035,American Physical Society (APS),4,Physical Review D,
10.1515/demo-2015-0009,Walter de Gruyter GmbH,12,Dependence Modeling,
10.1136/tobaccocontrol-2014-052096,BMJ,4,Tobacco Control,
10.1002/ca.22499,Wiley,6,Clinical Anatomy,
10.1021/acs.energyfuels.5b00753,American Chemical Society (ACS),6,Energy & Fuels,
10.1177/0956797615586402,SAGE Publications,5,Psychological Science,
10.1112/blms/bdu115,Wiley,2,Bulletin of the London Mathematical Society,
10.1002/rcm.7407,Wiley,4,Rapid Communications in Mass Spectrometry,
10.1177/0306312715575054,SAGE Publications,5,Social Studies of Science,
10.1016/j.ijheatfluidflow.2015.01.006,Elsevier BV,7,International Journal of Heat and Fluid Flow,
10.1080/13683500.2014.887665,Informa UK Limited,7,Current Issues in Tourism,
10.1016/j.chiabu.2014.02.012,Elsevier BV,5,Child Abuse & Neglect,"Pediatrics, Perinatology, and Child Health;Developmental and Educational Psychology;Psychiatry and Mental health"
10.1287/msom.2014.0494,Institute for Operations Research and the Management Sciences (INFORMS),8,Manufacturing & Service Operations Management,
10.1177/0002716213508067,SAGE Publications,5,The ANNALS of the American Academy of Political and Social Science,
10.1016/j.jaccpubpol.2014.01.002,Elsevier BV,6,Journal of Accounting and Public Policy,
10.1109/LED.2014.2358559,Institute of Electrical and Electronics Engineers (IEEE),5,IEEE Electron Device Letters,
10.1016/j.bej.2014.04.011,Elsevier BV,6,Biochemical Engineering Journal,
10.1016/j.ijpharm.2014.02.005,Elsevier BV,5,International Journal of Pharmaceutics,
10.1021/mp5001185,American Chemical Society (ACS),5,Molecular Pharmaceutics,
10.1088/1751-8113/47/41/415204,IOP Publishing,4,Journal of Physics A: Mathematical and Theoretical,
10.1145/2576794,Association for Computing Machinery (ACM),4,Communications of the ACM,
10.1016/j.jcf.2013.10.013,Elsevier BV,2,Journal of Cystic Fibrosis,
10.1007/s11432-013-4900-z,Springer Science and Business Media LLC,2,Science China Information Sciences,
10.1093/ntr/ntt192,Oxford University Press (OUP),5,Nicotine & Tobacco Research,"Public Health, Environmental and Occupational Health"
10.1080/03610918.2012.712184,Informa UK Limited,4,Communications in Statistics - Simulation and Computation,Modelling and Simulation;Statistics and Probability
10.1007/s11390-013-1411-8,Springer Science and Business Media LLC,5,Journal of Computer Science and Technology,Theoretical Computer Science;Hardware and Architecture;Computational Theory and Mathematics;Software;Computer Science Applications
10.1038/ncomms6781,Springer Science and Business Media LLC,4,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1080/13600826.2014.887559,Informa UK Limited,2,Global Society,
10.1109/TCPMT.2014.2300842,Institute of Electrical and Electronics Engineers (IEEE),5,"IEEE Transactions on Components, Packaging and Manufacturing Technology",
10.3141/2442-13,SAGE Publications,5,Transportation Research Record: Journal of the Transportation Research Board,
10.1016/j.adhoc.2014.04.003,Elsevier BV,4,Ad Hoc Networks,
10.1016/j.appet.2014.08.010,Elsevier BV,4,Appetite,
10.1109/TIT.2014.2300867,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Transactions on Information Theory,
10.1021/jp5009576,American Chemical Society (ACS),4,The Journal of Physical Chemistry B,"Physical and Theoretical Chemistry;Materials Chemistry;Surfaces, Coatings and Films"
10.1109/TPS.2014.2312711,Institute of Electrical and Electronics Engineers (IEEE),6,IEEE Transactions on Plasma Science,
10.1016/j.apergo.2014.02.005,Elsevier BV,6,Applied Ergonomics,"Physical Therapy, Sports Therapy and Rehabilitation;Human Factors and Ergonomics;General Medicine"
10.1063/1.4864131,AIP Publishing,3,Journal of Applied Physics,General Physics and Astronomy
10.1139/cjpp-2014-0029,Canadian Science Publishing,4,Canadian Journal of Physiology and Pharmacology,
10.3389/fpls.2014.00722,Frontiers Media SA,3,Frontiers in Plant Science,
10.1016/j.jcis.2014.02.018,Elsevier BV,3,Journal of Colloid and Interface Science,
10.1002/jssc.201400041,Wiley,5,Journal of Separation Science,
10.1177/2041386613498765,SAGE Publications,5,Organizational Psychology Review,Applied Psychology;Organizational Behavior and Human Resource Management;Social Psychology
10.3138/infor.52.4.157,Informa UK Limited,3,INFOR: Information Systems and Operational Research,
10.1002/mabi.201300333,Wiley,5,Macromolecular Bioscience,Biotechnology;Materials Chemistry;Bioengineering;Polymers and Plastics;Biomaterials
10.1016/j.jms.2014.03.005,Elsevier BV,5,Journal of Molecular Spectroscopy,
10.1007/s12095-014-0102-9,Springer Science and Business Media LLC,6,Cryptography and Communications,Computer Networks and Communications;Computational Theory and Mathematics;Applied Mathematics
10.1088/0953-4075/47/21/215502,IOP Publishing,4,"Journal of Physics B: Atomic, Molecular and Optical Physics",
10.1103/PhysRevC.90.064004,American Physical Society (APS),3,Physical Review C,
10.1002/aic.14410,Wiley,2,AIChE Journal,
10.1109/TIA.2013.2278424,Institute of Electrical and Electronics Engineers (IEEE),7,IEEE Transactions on Industry Applications,
10.1587/transinf.2013LOP0010,"Institute of Electronics, Information and Communications Engineers (IEICE)",5,IEICE Transactions on Information and Systems,
10.1038/scientificamerican0814-36,Springer Nature,1,Scientific American,
10.1093/bioinformatics/btt659,Oxford University Press (OUP),1,Bioinformatics,
10.1080/17441692.2014.948481,Informa UK Limited,4,Global Public Health,
10.1155/2014/402747,SAGE Publications,3,Advances in Mechanical Engineering,Mechanical Engineering
10.1002/jclp.22096,Wiley,8,Journal of Clinical Psychology,
10.1093/ntr/ntu017,Oxford University Press (OUP),4,Nicotine & Tobacco Research,
10.1109/TAC.2013.2281880,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Transactions on Automatic Control,
10.1007/978-3-319-06578-6_1,Springer International Publishing,2,Nanotechnology for Water Treatment and Purification;Lecture Notes in Nanoscale Science and Technology,
10.1080/10400419.2014.961774,Informa UK Limited,4,Creativity Research Journal,
10.5942/jawwa.2014.106.0080,American Water Works Association,3,Journal - American Water Works Association,
10.1093/mnras/stu678,Oxford University Press (OUP),5,Monthly Notices of the Royal Astronomical Society,
10.1080/17470218.2013.838686,SAGE Publications,3,Quarterly Journal of Experimental Psychology,
10.1139/cjpp-2013-0301,Canadian Science Publishing,4,Canadian Journal of Physiology and Pharmacology,
10.3141/2440-10,SAGE Publications,7,Transportation Research Record: Journal of the Transportation Research Board,
10.1016/j.mee.2013.08.006,Elsevier BV,4,Microelectronic Engineering,
10.1166/sam.2014.1781,American Scientific Publishers,3,Science of Advanced Materials,
10.1007/s12541-014-0598-0,Springer Science and Business Media LLC,3,International Journal of Precision Engineering and Manufacturing,
10.1080/19371918.2014.893856,Informa UK Limited,4,Social Work in Public Health,
10.1007/s10985-013-9271-7,Springer Science and Business Media LLC,5,Lifetime Data Analysis,Applied Mathematics;General Medicine
10.1108/IJSE-05-2013-0125,Emerald,5,International Journal of Social Economics,
10.1002/sim.5923,Wiley,3,Statistics in Medicine,Statistics and Probability;Epidemiology
10.1016/j.clinbiomech.2014.09.002,Elsevier BV,5,Clinical Biomechanics,
10.4204/EPTCS.151.10,Open Publishing Association,1,Electronic Proceedings in Theoretical Computer Science,
10.1111/peps.12060,Wiley,1,Personnel Psychology,
10.5309/willmaryquar.71.1.0063,The William and Mary Quarterly,0,The William and Mary Quarterly,
10.1007/s11044-013-9390-7,Springer Science and Business Media LLC,6,Multibody System Dynamics,Mechanical Engineering;Modelling and Simulation;Control and Optimization;Aerospace Engineering;Computer Science Applications
10.1007/s00220-014-2059-0,Springer Science and Business Media LLC,4,Communications in Mathematical Physics,Mathematical Physics;Statistical and Nonlinear Physics
10.1080/10920277.2014.906154,Informa UK Limited,5,North American Actuarial Journal,
10.1504/EJIE.2014.060999,Inderscience Publishers,6,European J. of Industrial Engineering,
10.1186/1744-8603-10-41,Springer Nature,3,Globalization and Health,
10.1016/j.solmat.2014.05.044,Elsevier BV,4,Solar Energy Materials and Solar Cells,
10.1103/PhysRevA.90.062107,American Physical Society (APS),3,Physical Review A,
10.1112/blms/bdu044,Wiley,4,Bulletin of the London Mathematical Society,
10.1177/0013916512466094,SAGE Publications,6,Environment and Behavior,General Environmental Science
10.1016/j.bandc.2013.10.004,Elsevier BV,7,Brain and Cognition,Experimental and Cognitive Psychology;Arts and Humanities (miscellaneous);Cognitive Neuroscience;Developmental and Educational Psychology;Neuropsychology and Physiological Psychology
10.1097/OPX.0000000000000369,Ovid Technologies (Wolters Kluwer Health),4,Optometry and Vision Science,
10.1063/1.4869656,AIP Publishing,4,Journal of Applied Physics,
10.1167/iovs.13-12874,Association for Research in Vision and Ophthalmology (ARVO),3,Investigative Opthalmology & Visual Science,
10.1021/la502905m,American Chemical Society (ACS),4,Langmuir,
10.1039/c4tb00629a,Royal Society of Chemistry (RSC),2,Journal of Materials Chemistry B,
10.1111/conl.12109,Wiley,5,Conservation Letters,
10.1080/10409289.2013.788425,Informa UK Limited,10,Early Education and Development,Education;Developmental and Educational Psychology
10.1216/RMJ-2014-44-1-113,Rocky Mountain Mathematics Consortium,1,Rocky Mountain Journal of Mathematics,
10.1103/PhysRevLett.112.068303,American Physical Society (APS),3,Physical Review Letters,
10.1177/1086026614554716,SAGE Publications,5,Organization & Environment,
10.1038/sc.2014.126,Springer Science and Business Media LLC,3,Spinal Cord,Neurology;Clinical Neurology;General Medicine
10.1007/s10230-014-0277-5,Springer Science and Business Media LLC,6,Mine Water and the Environment,Geotechnical Engineering and Engineering Geology;Water Science and Technology
10.1039/c4ra05006a,Royal Society of Chemistry (RSC),3,RSC Adv.,
10.1088/1367-2630/16/2/023019,IOP Publishing,5,New Journal of Physics,
10.1088/2053-1591/1/4/045102,IOP Publishing,5,Materials Research Express,
10.1007/s10452-014-9470-7,Springer Science and Business Media LLC,4,Aquatic Ecology,"Aquatic Science;Ecology, Evolution, Behavior and Systematics;General Agricultural and Biological Sciences"
10.1007/s11238-013-9363-6,Springer Science and Business Media LLC,6,Theory and Decision,"Applied Psychology;Arts and Humanities (miscellaneous);General Economics, Econometrics and Finance;General Decision Sciences;General Social Sciences;Developmental and Educational Psychology;Computer Science Applications"
10.1080/03461238.2012.723044,Informa UK Limited,9,Scandinavian Actuarial Journal,
10.1111/ina.12091,Wiley,4,Indoor Air,
10.1080/07011784.2014.914796,Informa UK Limited,2,Canadian Water Resources Journal / Revue canadienne des ressources hydriques,
10.1111/aos.12479,Wiley,1,Acta Ophthalmologica,
10.1139/cjfas-2014-0017,Canadian Science Publishing,4,Canadian Journal of Fisheries and Aquatic Sciences,
10.1002/esp.3630,Wiley,3,Earth Surface Processes and Landforms,
10.1140/epjti/s40485-014-0009-z,Springer Nature,3,EPJ Techniques and Instrumentation,
10.1016/j.ejc.2014.03.007,Elsevier BV,4,European Journal of Combinatorics,
10.4067/S0717-65382014000200004,SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica (CONICYT),1,Gayana (Concepción),
10.1016/j.engstruct.2014.01.039,Elsevier BV,5,Engineering Structures,
10.1039/c4sm00489b,Royal Society of Chemistry (RSC),3,Soft Matter,
10.1520/MPC20130066,ASTM International,1,Materials Performance and Characterization,
10.1139/cjce-2013-0587,Canadian Science Publishing,7,Canadian Journal of Civil Engineering,
10.1139/cjc-2014-0274,Canadian Science Publishing,7,Canadian Journal of Chemistry,
10.1080/13698575.2014.919994,Informa UK Limited,4,"Health, Risk & Society",
10.1216/RMJ-2014-44-1-203,Rocky Mountain Mathematics Consortium,6,Rocky Mountain Journal of Mathematics,
10.1016/j.cirp.2014.03.126,Elsevier BV,4,CIRP Annals,
10.1007/s10670-013-9563-z,Springer Science and Business Media LLC,3,Erkenntnis,Philosophy;Logic
10.1080/09658211.2013.778290,Informa UK Limited,8,Memory,
10.1007/s12517-013-0877-6,Springer Science and Business Media LLC,4,Arabian Journal of Geosciences,General Earth and Planetary Sciences;General Environmental Science
10.1080/17470218.2013.867518,SAGE Publications,3,Quarterly Journal of Experimental Psychology,
10.1016/j.exer.2014.08.013,Elsevier BV,2,Experimental Eye Research,
10.1080/00036846.2013.866204,Informa UK Limited,7,Applied Economics,Economics and Econometrics
10.1371/journal.pone.0094308,Public Library of Science (PLoS),3,PLoS ONE,
10.1080/01919512.2014.910444,Informa UK Limited,4,Ozone: Science & Engineering,
10.1080/01431161.2014.933279,Informa UK Limited,3,International Journal of Remote Sensing,
10.1016/j.ipm.2013.11.002,Elsevier BV,3,Information Processing & Management,Media Technology;Management Science and Operations Research;Library and Information Sciences;Information Systems;Computer Science Applications
10.2308/isys-50809,American Accounting Association,5,Journal of Information Systems,
10.1016/j.scico.2014.01.006,Elsevier BV,6,Science of Computer Programming,
10.1016/j.synthmet.2014.06.021,Elsevier BV,5,Synthetic Metals,
10.1097/OPX.0000000000000340,Ovid Technologies (Wolters Kluwer Health),4,Optometry and Vision Science,
10.1016/j.watres.2014.08.035,Elsevier BV,5,Water Research,
10.1007/s10928-013-9342-0,Springer Science and Business Media LLC,5,Journal of Pharmacokinetics and Pharmacodynamics,Pharmacology
10.1080/09644016.2013.818300,Informa UK Limited,3,Environmental Politics,Environmental Science (miscellaneous);Sociology and Political Science
10.1017/S0021900200021264,Cambridge University Press (CUP),2,Journal of Applied Probability,
10.1080/10407790.2013.869098,Informa UK Limited,4,"Numerical Heat Transfer, Part B: Fundamentals",
10.1519/JSC.0000000000000475,Ovid Technologies (Wolters Kluwer Health),2,Journal of Strength and Conditioning Research,
10.1093/biostatistics/kxt057,Oxford University Press (OUP),4,Biostatistics,"Statistics, Probability and Uncertainty;Statistics and Probability;General Medicine"
10.1080/14786451.2012.748766,Informa UK Limited,6,International Journal of Sustainable Energy,"General Energy;Fuel Technology;Renewable Energy, Sustainability and the Environment;Process Chemistry and Technology;Fluid Flow and Transfer Processes"
10.1016/j.memsci.2014.06.007,Elsevier BV,5,Journal of Membrane Science,
10.1016/j.cageo.2014.09.002,Elsevier BV,6,Computers & Geosciences,
10.1002/hyp.10253,Wiley,5,Hydrological Processes,
10.1007/s10804-014-9194-x,Springer Science and Business Media LLC,4,Journal of Adult Development,Experimental and Cognitive Psychology;Life-span and Life-course Studies;Developmental and Educational Psychology
10.1080/14678802.2014.923150,Informa UK Limited,3,"Conflict, Security & Development",
10.2478/jos-2014-0018,Walter de Gruyter GmbH,3,Journal of Official Statistics,Statistics and Probability
10.1007/s10589-013-9634-8,Springer Science and Business Media LLC,3,Computational Optimization and Applications,Control and Optimization;Applied Mathematics;Computational Mathematics
10.1002/aic.14395,Wiley,4,AIChE Journal,
10.1111/1911-3846.12022,Wiley,6,Contemporary Accounting Research,Economics and Econometrics;Accounting;Finance
10.1103/PhysRevB.90.045101,American Physical Society (APS),5,Physical Review B,
10.1007/s10750-013-1657-8,Springer Science and Business Media LLC,4,Hydrobiologia,Aquatic Science;Pollution;General Environmental Science
10.1063/1.4897296,AIP Publishing,4,Journal of Applied Physics,
10.1136/tobaccocontrol-2013-051040,BMJ,3,Tobacco Control,
10.5194/amt-7-333-2014,Copernicus GmbH,4,Atmospheric Measurement Techniques,Atmospheric Science
10.1007/s00339-014-8323-5,Springer Science and Business Media LLC,2,Applied Physics A,General Materials Science;General Chemistry
10.1177/1081286512463573,SAGE Publications,4,Mathematics and Mechanics of Solids,General Materials Science;Mechanics of Materials;General Mathematics
10.1080/0305215X.2013.776550,Informa UK Limited,4,Engineering Optimization,
10.1109/TWC.2014.2329912,Institute of Electrical and Electronics Engineers (IEEE),6,IEEE Transactions on Wireless Communications,
10.1515/revneuro-2014-0011,Walter de Gruyter GmbH,3,Reviews in the Neurosciences,
10.1103/PhysRevB.89.235120,American Physical Society (APS),4,Physical Review B,
10.1109/JSTARS.2014.2299813,Institute of Electrical and Electronics Engineers (IEEE),6,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,
10.1002/wcc.300,Wiley,5,Wiley Interdisciplinary Reviews: Climate Change,
10.5194/acp-14-11915-2014,Copernicus GmbH,4,Atmospheric Chemistry and Physics,
10.1007/s12134-013-0283-7,Springer Science and Business Media LLC,5,Journal of International Migration and Integration,Cultural Studies;Demography;Anthropology
10.3917/jie.011.0149,CAIRN,7,Journal of Innovation Economics,
10.1117/1.JMM.12.3.031106,SPIE-Intl Soc Optical Eng,3,"Journal of Micro/Nanolithography, MEMS, and MOEMS",
10.1007/s11269-012-0253-4,Springer Science and Business Media LLC,4,Water Resources Management,Civil and Structural Engineering;Water Science and Technology
10.1002/bdm.1763,Wiley,6,Journal of Behavioral Decision Making,Applied Psychology;Strategy and Management;Arts and Humanities (miscellaneous);General Decision Sciences;Sociology and Political Science
10.1177/1077546312452184,SAGE Publications,0,Journal of Vibration and Control,Mechanical Engineering;General Materials Science;Mechanics of Materials;Automotive Engineering;Aerospace Engineering
10.3148/74.2.2013.88,Dietitians of Canada,5,Canadian Journal of Dietetic Practice and Research,
10.1016/j.hrmr.2012.12.006,Elsevier BV,4,Human Resource Management Review,Applied Psychology;Organizational Behavior and Human Resource Management
10.1177/1368430213491788,SAGE Publications,12,Group Processes & Intergroup Relations,
10.1109/TVLSI.2012.2226762,Institute of Electrical and Electronics Engineers (IEEE),2,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,Hardware and Architecture;Electrical and Electronic Engineering;Software
10.4153/CMB-2011-167-7,Canadian Mathematical Society,3,Canadian Mathematical Bulletin,General Mathematics
10.1364/OE.21.031951,The Optical Society,4,Optics Express,
10.1016/j.jco.2013.04.002,Elsevier BV,7,Journal of Complexity,
10.1088/0960-1317/23/4/045013,IOP Publishing,5,Journal of Micromechanics and Microengineering,
10.1016/j.measurement.2013.07.020,Elsevier BV,4,Measurement,
10.1007/s10714-012-1492-7,Springer Science and Business Media LLC,4,General Relativity and Gravitation,Physics and Astronomy (miscellaneous)
10.1093/biomet/ass061,Oxford University Press (OUP),7,Biometrika,"Agricultural and Biological Sciences (miscellaneous);Statistics, Probability and Uncertainty;Statistics and Probability;Applied Mathematics;General Agricultural and Biological Sciences;General Mathematics"
10.1002/ceat.201200445,Wiley,5,Chemical Engineering & Technology,
10.1016/j.comptc.2012.12.015,Elsevier BV,5,Computational and Theoretical Chemistry,Physical and Theoretical Chemistry;Biochemistry;Condensed Matter Physics
10.1080/14459795.2013.829515,Informa UK Limited,7,International Gambling Studies,
10.1007/s11098-011-9846-7,Springer Science and Business Media LLC,4,Philosophical Studies,Philosophy
10.1159/000346247,S. Karger AG,4,Dermatology,
10.1115/1.4007723,ASME International,3,Journal of Applied Mechanics,Mechanical Engineering;Mechanics of Materials;Condensed Matter Physics
10.3138/CPP.39.1.101,University of Toronto Press Inc. (UTPress),5,Canadian Public Policy,
10.2175/106143012X13407275694671,Wiley,2,Water Environment Research,Water Science and Technology;Environmental Chemistry;General Medicine
10.1002/rds.20051,American Geophysical Union (AGU),3,Radio Science,Electrical and Electronic Engineering;General Earth and Planetary Sciences;Condensed Matter Physics
10.1159/000350613,S. Karger AG,6,Blood Purification,Nephrology;Hematology;General Medicine
10.3390/su5094057,MDPI AG,4,Sustainability,
10.1080/13669877.2012.761265,Informa UK Limited,4,Journal of Risk Research,
10.1007/s10661-013-3143-1,Springer Science and Business Media LLC,4,Environmental Monitoring and Assessment,"Pollution;Management, Monitoring, Policy and Law;General Environmental Science;General Medicine"
10.1103/PhysRevB.87.214426,American Physical Society (APS),2,Physical Review B,
10.1016/j.jsc.2012.05.010,Elsevier BV,5,Journal of Symbolic Computation,Algebra and Number Theory;Computational Mathematics
10.1519/JSC.0b013e31827e1509,Ovid Technologies (Wolters Kluwer Health),5,Journal of Strength and Conditioning Research,"Physical Therapy, Sports Therapy and Rehabilitation;Orthopedics and Sports Medicine;General Medicine"
10.1049/el.2012.4413,Institution of Engineering and Technology (IET),4,Electronics Letters,
10.1016/j.jocs.2012.08.002,Elsevier BV,4,Journal of Computational Science,Theoretical Computer Science;Modelling and Simulation;General Computer Science
10.1088/1367-2630/15/8/083027,IOP Publishing,5,New Journal of Physics,
10.1039/c3ra41368c,Royal Society of Chemistry (RSC),5,RSC Advances,
10.1299/jamdsm.7.2,Japan Society of Mechanical Engineers,4,"Journal of Advanced Mechanical Design, Systems, and Manufacturing",
10.1007/s12095-013-0089-7,Springer Science and Business Media LLC,3,Cryptography and Communications,Computer Networks and Communications;Computational Theory and Mathematics;Applied Mathematics
10.1371/journal.pone.0071484,Public Library of Science (PLoS),6,PLoS ONE,"General Biochemistry, Genetics and Molecular Biology;General Agricultural and Biological Sciences;General Medicine"
10.2478/meceng-2013-0002,Walter de Gruyter GmbH,0,Archive of Mechanical Engineering,Mechanical Engineering;Mechanics of Materials
10.12989/anr.2013.1.2.105,Techno-Press,4,Advances in nano research,
10.1109/JLT.2013.2282254,Institute of Electrical and Electronics Engineers (IEEE),5,Journal of Lightwave Technology,"Atomic and Molecular Physics, and Optics"
